pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,Length.mat,10.TM4Aligned.sortedByCoord.out.mat,11.TM5Aligned.sortedByCoord.out.mat,12.TM6Aligned.sortedByCoord.out.mat,1.TF1Aligned.sortedByCoord.out.mat,2.TF2Aligned.sortedByCoord.out.mat,3.TF3Aligned.sortedByCoord.out.mat,4.TF4Aligned.sortedByCoord.out.mat,5.TF5Aligned.sortedByCoord.out.mat,6.TF6Aligned.sortedByCoord.out.mat,7.TM1Aligned.sortedByCoord.out.mat,8.TM2Aligned.sortedByCoord.out.mat,9.TM3Aligned.sortedByCoord.out.mat,Length.pat,10.TM4Aligned.sortedByCoord.out.pat,11.TM5Aligned.sortedByCoord.out.pat,12.TM6Aligned.sortedByCoord.out.pat,1.TF1Aligned.sortedByCoord.out.pat,2.TF2Aligned.sortedByCoord.out.pat,3.TF3Aligned.sortedByCoord.out.pat,4.TF4Aligned.sortedByCoord.out.pat,5.TF5Aligned.sortedByCoord.out.pat,6.TF6Aligned.sortedByCoord.out.pat,7.TM1Aligned.sortedByCoord.out.pat,8.TM2Aligned.sortedByCoord.out.pat,9.TM3Aligned.sortedByCoord.out.pat
TX_maternal_00020219_TX_paternal_00020315,TX_maternal_00020219,TX_paternal_00020315,X,Y,221418339,40859497,221422142,40864300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,636,872,691,550,586,396,706,658,431,900,1394,812
TX_maternal_00020221_TX_paternal_00020312,TX_maternal_00020221,TX_paternal_00020312,X,Y,221496499,40757761,221508320,40760289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223,42,60,48,32,62,47,39,42,50,56,110,72
TX_maternal_00020224_TX_paternal_00020309,TX_maternal_00020224,TX_paternal_00020309,X,Y,221547609,40720985,221548995,40733538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,38,79,89,33,33,15,39,95,26,19,86,1
TX_maternal_00020226_TX_paternal_00020306,TX_maternal_00020226,TX_paternal_00020306,X,Y,221575435,40696541,221577874,40698991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,1535,826,2426,1073,863,3334,670,289,972,67,4934,2262
TX_maternal_00020228_TX_paternal_00020304,TX_maternal_00020228,TX_paternal_00020304,X,Y,221638132,40625348,221647499,40635521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,21,14,12,14,60,13,13,23,64,5,47,2
TX_maternal_00020229_TX_paternal_00020302,TX_maternal_00020229,TX_paternal_00020302,X,Y,221694426,40576766,221697543,40579883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2214,782,843,773,733,643,949,1412,983,1137,312,1046,1546
TX_maternal_00020232_TX_paternal_00020297,TX_maternal_00020232,TX_paternal_00020297,X,Y,221815311,40441130,221821804,40448274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2746,11675,11866,7673,10125,18595,10944,12483,9843,14419,13126,12891,8347
TX_maternal_00020233_TX_paternal_00020296,TX_maternal_00020233,TX_paternal_00020296,X,Y,221903172,40340737,221903573,40341138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,258,336,145,234,161,259,240,158,140,66,390,203
TX_maternal_00020234_TX_paternal_00020295,TX_maternal_00020234,TX_paternal_00020295,X,Y,221905675,40335905,221908407,40338637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985,73,89,69,37,70,51,67,44,97,75,143,151
TX_maternal_00020235_TX_paternal_00020294,TX_maternal_00020235,TX_paternal_00020294,X,Y,221910549,40328884,221915364,40333765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986,75,102,149,36,30,64,36,24,75,11,65,101
TX_maternal_00020237_TX_paternal_00020292,TX_maternal_00020237,TX_paternal_00020292,X,Y,222004869,40258476,222007785,40261472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005,103,204,111,108,133,124,143,81,130,115,258,128
TX_maternal_00020238_TX_paternal_00020286,TX_maternal_00020238,TX_paternal_00020286,X,Y,222031360,40101703,222034733,40105149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,196,346,392,261,458,340,296,330,255,197,879,408
TX_maternal_00020240_TX_paternal_00020289,TX_maternal_00020240,TX_paternal_00020289,X,Y,222113222,40188935,222120240,40195886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2878,1085,1185,1261,1315,1732,984,1156,863,2105,1726,3022,1105
TX_maternal_00020241_TX_paternal_00020290,TX_maternal_00020241,TX_paternal_00020290,X,Y,222126754,40197099,222130488,40200897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285,159,175,172,168,181,127,227,132,159,437,343,264
TX_maternal_00020242_TX_paternal_00020291,TX_maternal_00020242,TX_paternal_00020291,X,Y,222131227,40201023,222136671,40215537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,2131,1667,3871,1805,2341,2753,850,1388,3349,1128,3758,2545
TX_maternal_00020243_TX_paternal_00020284,TX_maternal_00020243,TX_paternal_00020284,X,Y,222168276,40089191,222170690,40091591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,72,70,97,72,73,78,101,83,72,159,188,102
TX_maternal_00020239_TX_paternal_00020287,TX_maternal_00020239,TX_paternal_00020287,X,Y,222036179,40106651,222042448,40112860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,844,784,1414,784,994,1022,557,433,1598,822,1801,2053
TX_maternal_00020245_TX_paternal_00020282,TX_maternal_00020245,TX_paternal_00020282,X,Y,222195041,40049733,222198497,40053206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041,1036,1081,6539,1788,309,546,497,673,1790,200,4348,1030
TX_maternal_00020246_TX_paternal_00020281,TX_maternal_00020246,TX_paternal_00020281,X,Y,222250194,40014490,222253929,40018201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442,500,565,991,667,950,749,341,400,382,466,1009,791
TX_maternal_00020249_TX_paternal_00020277,TX_maternal_00020249,TX_paternal_00020277,X,Y,222374149,39878469,222376066,39880387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1384,14,3,11,1,11,3,7,2,10,30,21,6
TX_maternal_00020251_TX_paternal_00020276,TX_maternal_00020251,TX_paternal_00020276,X,Y,222434804,39827661,222435765,39829374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,15,13,32,2,35,4,5,4,52,59,36,24
TX_maternal_00020254_TX_paternal_00020272,TX_maternal_00020254,TX_paternal_00020272,X,Y,222538177,39657174,222539631,39658702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,411,432,618,376,524,386,217,201,724,336,629,525
TX_maternal_00020255_TX_paternal_00020270,TX_maternal_00020255,TX_paternal_00020270,X,Y,222568187,39624363,222579410,39626039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020257_TX_paternal_00020268,TX_maternal_00020257,TX_paternal_00020268,X,Y,222618280,39582138,222621715,39585667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654,418,436,404,298,309,317,253,250,454,556,561,385
TX_maternal_00020259_TX_paternal_00020267,TX_maternal_00020259,TX_paternal_00020267,X,Y,222702790,39516044,222713557,39526804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3733,1233,1355,1310,1554,1194,1241,713,1162,1695,928,2249,1660
TX_maternal_00020260_TX_paternal_00020266,TX_maternal_00020260,TX_paternal_00020266,X,Y,222740658,39494287,222742725,39496347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452,201,460,414,295,277,239,197,149,342,145,959,291
TX_maternal_00020261_TX_paternal_00020265,TX_maternal_00020261,TX_paternal_00020265,X,Y,222770777,39478005,222772811,39479613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020267_TX_paternal_00020264,TX_maternal_00020267,TX_paternal_00020264,X,Y,222922612,39387272,222923995,39388653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,603,626,981,316,735,547,279,215,1253,696,1110,1768
TX_maternal_00020268_TX_paternal_00020263,TX_maternal_00020268,TX_paternal_00020263,X,Y,222925647,39377947,222928774,39385616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,22,3,28,13,17,14,3,14,29,7,48,17
TX_maternal_00020269_TX_paternal_00020262,TX_maternal_00020269,TX_paternal_00020262,X,Y,223021332,39316992,223027757,39322070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1922,3,3,3,2,8,1,16,3,0,1,7,0
TX_maternal_00020270_TX_paternal_00020261,TX_maternal_00020270,TX_paternal_00020261,X,Y,223203481,39199579,223209412,39203311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1479,0,4,0,2,20,21,12,3,4,1,12,2
TX_maternal_00020271_TX_paternal_00020260,TX_maternal_00020271,TX_paternal_00020260,X,Y,223232712,39142198,223238416,39148059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3139,10,11,25,4,8,7,7,8,21,9,38,8
TX_maternal_00020272_TX_paternal_00020259,TX_maternal_00020272,TX_paternal_00020259,X,Y,223238508,39138673,223243875,39142106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,121,145,226,67,185,84,109,60,128,69,239,135
TX_maternal_00020273_TX_paternal_00020258,TX_maternal_00020273,TX_paternal_00020258,X,Y,223249589,39128170,223251918,39130340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1383,34,7,68,71,54,77,6,0,56,72,77,73
TX_maternal_00020275_TX_paternal_00020256,TX_maternal_00020275,TX_paternal_00020256,X,Y,223342298,39032600,223357918,39037089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,57,112,91,51,55,43,59,81,79,154,110,110
TX_maternal_00020276_TX_paternal_00020255,TX_maternal_00020276,TX_paternal_00020255,X,Y,223347786,39018315,223348508,39019893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,1,0,0,0,0,1,0,0,2,4,1,1
TX_maternal_00020279_TX_paternal_00020253,TX_maternal_00020279,TX_paternal_00020253,X,Y,223359831,39009174,223363182,39012473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,420,210,342,189,223,247,110,83,363,230,487,348
TX_maternal_00020281_TX_paternal_00020252,TX_maternal_00020281,TX_paternal_00020252,X,Y,223385236,38985347,223386466,38986806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,2,26,17,6,6,2,20,7,3,355,41,6
TX_maternal_00020283_TX_paternal_00020250,TX_maternal_00020283,TX_paternal_00020250,X,Y,223674930,38684515,223684649,38694236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,395,431,542,325,506,375,278,249,441,603,790,523
TX_maternal_00020284_TX_paternal_00020249,TX_maternal_00020284,TX_paternal_00020249,X,Y,223698102,38663998,223705140,38671047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1757,238,265,354,260,285,247,236,160,301,453,495,344
TX_maternal_00020285_TX_paternal_00020248,TX_maternal_00020285,TX_paternal_00020248,X,Y,223728186,38639366,223729820,38640997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,0,0,0,0,0,3,4,0,0,0,0,0
TX_maternal_00020286_TX_paternal_00020247,TX_maternal_00020286,TX_paternal_00020247,X,Y,223737046,38627776,223741421,38632153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020287_TX_paternal_00020246,TX_maternal_00020287,TX_paternal_00020246,X,Y,223762435,38603509,223765622,38606699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,100,115,124,59,158,75,51,67,125,190,285,117
TX_maternal_00020288_TX_paternal_00020245,TX_maternal_00020288,TX_paternal_00020245,X,Y,223767084,38598988,223770217,38602302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,1074,1050,1421,1038,1464,946,877,1063,1482,1025,1510,1180
TX_maternal_00020289_TX_paternal_00020244,TX_maternal_00020289,TX_paternal_00020244,X,Y,223770296,38595981,223773224,38598909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,259,452,489,248,270,212,281,246,435,663,733,410
TX_maternal_00020290_TX_paternal_00020242,TX_maternal_00020290,TX_paternal_00020242,X,Y,223809978,38557088,223814947,38558135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020291_TX_paternal_00020210,TX_maternal_00020291,TX_paternal_00020210,X,Y,223834111,37480133,223835520,37481070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020293_TX_paternal_00020239,TX_maternal_00020293,TX_paternal_00020239,X,Y,223885549,38474411,223888255,38479870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020294_TX_paternal_00020237,TX_maternal_00020294,TX_paternal_00020237,X,Y,223975932,38369077,223978592,38371696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,7,18,12,3,1,2,6,1,2,3,23,14
TX_maternal_00020295_TX_paternal_00020235,TX_maternal_00020295,TX_paternal_00020235,X,Y,224003556,38360862,224005440,38362737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,91,77,120,71,103,78,55,37,133,138,208,232
TX_maternal_00020296_TX_paternal_00020234,TX_maternal_00020296,TX_paternal_00020234,X,Y,224006392,38358843,224007538,38360038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1084,92,59,89,40,89,66,153,121,110,56,77,118
TX_maternal_00020297_TX_paternal_00020233,TX_maternal_00020297,TX_paternal_00020233,X,Y,224010790,38350547,224015236,38355627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,1394,2769,2304,2035,2278,1532,3412,1287,1196,2373,3549,1747
TX_maternal_00020298_TX_paternal_00020231,TX_maternal_00020298,TX_paternal_00020231,X,Y,224019287,38343675,224021119,38345547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075,0,2,1,0,3,3,3,0,0,2,2,0
TX_maternal_00020299_TX_paternal_00020230,TX_maternal_00020299,TX_paternal_00020230,X,Y,224198327,38169505,224200894,38172444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167,4,14,7,0,24,17,14,1,5,60,23,4
TX_maternal_00020300_TX_paternal_00020229,TX_maternal_00020300,TX_paternal_00020229,X,Y,224206020,38167040,224206562,38167597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,1,4,4,1,4,5,1,0,1,5,4,6
TX_maternal_00020302_TX_paternal_00020226,TX_maternal_00020302,TX_paternal_00020226,X,Y,224277351,38078549,224279826,38080461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779,39,48,9,61,23,26,18,6,13,67,31,20
TX_maternal_00020303_TX_paternal_00020225,TX_maternal_00020303,TX_paternal_00020225,X,Y,224296442,38049965,224298752,38052277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,1,1,0,0,10,0,1,0,2,2,4,0
TX_maternal_00020304_TX_paternal_00020224,TX_maternal_00020304,TX_paternal_00020224,X,Y,224399964,37959304,224401322,37961084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,2,1,10,5,0,2,9,3,2,2,4,1
TX_maternal_00020305_TX_paternal_00020223,TX_maternal_00020305,TX_paternal_00020223,X,Y,224400548,37953508,224407739,37959760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190,114,159,162,143,163,115,154,118,120,196,238,126
TX_maternal_00020307_TX_paternal_00020221,TX_maternal_00020307,TX_paternal_00020221,X,Y,224437699,37907291,224440895,37910488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2427,548,370,675,354,313,308,432,312,550,641,1127,656
TX_maternal_00020308_TX_paternal_00020219,TX_maternal_00020308,TX_paternal_00020219,X,Y,224449654,37892390,224456078,37901070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759,687,948,876,699,923,625,730,728,835,1746,1313,778
TX_maternal_00020310_TX_paternal_00020218,TX_maternal_00020310,TX_paternal_00020218,X,Y,224513335,37859126,224517985,37863769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,78,122,153,92,100,96,80,61,110,120,185,141
TX_maternal_00020311_TX_paternal_00020217,TX_maternal_00020311,TX_paternal_00020217,X,Y,224522943,37853713,224523398,37854168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020312_TX_paternal_00020216,TX_maternal_00020312,TX_paternal_00020216,X,Y,224597773,37789859,224600280,37792379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678,3,0,3,0,0,1,0,0,0,0,2,0
TX_maternal_00020313_TX_paternal_00020215,TX_maternal_00020313,TX_paternal_00020215,X,Y,224757155,37616093,224758402,37617340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,3,0,0,1,0,0,0,0,0,0,0,0
TX_maternal_00020315_TX_paternal_00020213,TX_maternal_00020315,TX_paternal_00020213,X,Y,224763088,37610538,224764010,37611460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,0,0,0,1,0,0,0,0,0,0,0,0
TX_maternal_00020316_TX_paternal_00020212,TX_maternal_00020316,TX_paternal_00020212,X,Y,224784526,37582257,224787617,37585314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,158,162,130,72,100,123,94,49,136,53,273,120
TX_maternal_00020320_TX_paternal_00020209,TX_maternal_00020320,TX_paternal_00020209,X,Y,224873704,37471046,224874305,37471496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,0,0,0,0,0,0,0,2,6,0,0,0
TX_maternal_00020323_TX_paternal_00020206,TX_maternal_00020323,TX_paternal_00020206,X,Y,224992292,37306778,224992873,37307385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020324_TX_paternal_00020205,TX_maternal_00020324,TX_paternal_00020205,X,Y,225008378,37281936,225011154,37284885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,286,464,573,321,216,384,186,291,375,156,904,441
TX_maternal_00020325_TX_paternal_00020204,TX_maternal_00020325,TX_paternal_00020204,X,Y,225029464,37259200,225031567,37261301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664,11,31,24,12,15,13,35,16,15,35,25,10
TX_maternal_00020326_TX_paternal_00020203,TX_maternal_00020326,TX_paternal_00020203,X,Y,225075617,37186201,225078299,37188878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,58,77,65,57,110,49,62,22,27,108,109,78
TX_maternal_00020327_TX_paternal_00020202,TX_maternal_00020327,TX_paternal_00020202,X,Y,225106855,37163042,225109363,37164954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,42,32,40,39,45,32,41,21,59,49,89,55
TX_maternal_00020328_TX_paternal_00020200,TX_maternal_00020328,TX_paternal_00020200,X,Y,225159784,37103617,225160560,37104393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020331_TX_paternal_00020195,TX_maternal_00020331,TX_paternal_00020195,X,Y,225422723,36872088,225424884,36874024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,61,37,70,33,50,43,8,2,143,98,85,98
TX_maternal_00020332_TX_paternal_00020194,TX_maternal_00020332,TX_paternal_00020194,X,Y,225425475,36867583,225429170,36871273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827,199,231,291,197,229,186,165,166,229,235,462,277
TX_maternal_00020333_TX_paternal_00020192,TX_maternal_00020333,TX_paternal_00020192,X,Y,225464068,36814473,225472552,36822362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2520,659,583,849,586,660,671,553,388,960,714,1524,998
TX_maternal_00020334_TX_paternal_00020191,TX_maternal_00020334,TX_paternal_00020191,X,Y,225497532,36782553,225498982,36783997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1081,0,0,8,0,0,0,0,2,0,0,3,0
TX_maternal_00020335_TX_paternal_00020187,TX_maternal_00020335,TX_paternal_00020187,X,Y,225518206,36691763,225521005,36694565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,407,411,867,383,261,454,399,341,880,205,1534,590
TX_maternal_00020336_TX_paternal_00020186,TX_maternal_00020336,TX_paternal_00020186,X,Y,225556427,36681223,225559504,36684469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,75,50,79,34,63,42,63,43,63,83,148,66
TX_maternal_00020337_TX_paternal_00020183,TX_maternal_00020337,TX_paternal_00020183,X,Y,225636516,36621943,225639443,36624869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392,62,86,103,71,80,57,75,52,83,58,183,91
TX_maternal_00020338_TX_paternal_00020182,TX_maternal_00020338,TX_paternal_00020182,X,Y,225650553,36598836,225652367,36600649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271,323,345,413,300,284,316,241,189,353,232,679,335
TX_maternal_00020339_TX_paternal_00020181,TX_maternal_00020339,TX_paternal_00020181,X,Y,225674529,36577698,225677557,36593882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,60,124,107,81,88,64,69,90,109,198,200,105
TX_maternal_00020345_TX_paternal_00020180,TX_maternal_00020345,TX_paternal_00020180,X,Y,225738446,36557954,225741895,36561399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1251,166,276,191,218,299,196,325,213,159,423,465,147
TX_maternal_00020346_TX_paternal_00020179,TX_maternal_00020346,TX_paternal_00020179,X,Y,225743263,36552628,225747215,36556580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751,141,189,213,127,223,131,167,125,186,181,431,199
TX_maternal_00020347_TX_paternal_00020178,TX_maternal_00020347,TX_paternal_00020178,X,Y,225752100,36544531,225755421,36547851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,2062,197,355,174,213,319,183,199,250,339,541,324
TX_maternal_00020350_TX_paternal_00020173,TX_maternal_00020350,TX_paternal_00020173,X,Y,225872346,36450994,225874297,36452945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179,0,0,2,1,3,1,0,2,0,1,0,2
TX_maternal_00020351_TX_paternal_00020172,TX_maternal_00020351,TX_paternal_00020172,X,Y,225913097,36408038,225917216,36412844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,564,827,907,697,776,619,977,621,726,1024,1342,603
TX_maternal_00020352_TX_paternal_00020169,TX_maternal_00020352,TX_paternal_00020169,X,Y,225982649,36329889,225984161,36331401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,93,131,109,103,98,87,72,97,76,168,199,130
TX_maternal_00020353_TX_paternal_00020168,TX_maternal_00020353,TX_paternal_00020168,X,Y,226000831,36282263,226015677,36284520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694,3,7,1,5,1,15,5,7,2,0,7,0
TX_maternal_00020354_TX_paternal_00020166,TX_maternal_00020354,TX_paternal_00020166,X,Y,226022664,36272602,226025310,36275248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,55,100,152,68,75,65,86,50,127,123,164,102
TX_maternal_00020355_TX_paternal_00020165,TX_maternal_00020355,TX_paternal_00020165,X,Y,226025447,36270240,226027668,36272465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,13,4,12,9,9,7,7,6,17,11,25,10
TX_maternal_00020357_TX_paternal_00020164,TX_maternal_00020357,TX_paternal_00020164,X,Y,226109120,36190921,226115357,36201619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,12,3,40,11,4,8,17,0,6,9,17,10
TX_maternal_00020359_TX_paternal_00020162,TX_maternal_00020359,TX_paternal_00020162,X,Y,226182521,36122026,226194279,36133776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2739,356,955,1231,672,818,160,718,665,258,1746,2059,530
TX_maternal_00020360_TX_paternal_00020161,TX_maternal_00020360,TX_paternal_00020161,X,Y,226194656,36119441,226196816,36121649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036,30,70,59,54,24,23,45,25,6,105,114,51
TX_maternal_00020363_TX_paternal_00020157,TX_maternal_00020363,TX_paternal_00020157,X,Y,226286175,36070622,226290380,36076770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2282,25,51,38,14,16,22,13,14,37,8,118,36
TX_maternal_00020365_TX_paternal_00020154,TX_maternal_00020365,TX_paternal_00020154,X,Y,226384227,35980778,226388165,35993358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1782,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020366_TX_paternal_00020152,TX_maternal_00020366,TX_paternal_00020152,X,Y,226429933,35950778,226435309,35957076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1540,283,311,500,198,303,315,95,120,227,553,460,641
TX_maternal_00020367_TX_paternal_00020151,TX_maternal_00020367,TX_paternal_00020151,X,Y,226438128,35944696,226441388,35947956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3175,175,146,184,237,135,177,19,11,245,226,232,214
TX_maternal_00020368_TX_paternal_00020150,TX_maternal_00020368,TX_paternal_00020150,X,Y,226482783,35887332,226485415,35894012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,0,0,0,0,0,0,0,0,0,0,0,0
TX_maternal_00020370_TX_paternal_00020149,TX_maternal_00020370,TX_paternal_00020149,X,Y,226506592,35854453,226508322,35856173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204,0,5,0,0,1,0,0,0,2,0,1,0
