Geneid	Chr	Start	End	Strand	Length	10.TM4Aligned.sortedByCoord.out	11.TM5Aligned.sortedByCoord.out	12.TM6Aligned.sortedByCoord.out	1.TF1Aligned.sortedByCoord.out	2.TF2Aligned.sortedByCoord.out	3.TF3Aligned.sortedByCoord.out	4.TF4Aligned.sortedByCoord.out	5.TF5Aligned.sortedByCoord.out	6.TF6Aligned.sortedByCoord.out	7.TM1Aligned.sortedByCoord.out	8.TM2Aligned.sortedByCoord.out	9.TM3Aligned.sortedByCoord.out
TX_00015616	A3	753199	756329	-	3131	194	208	321	204	199	193	144	132	227	279	337	253
TX_00015617	A3	757146	762608	+	5463	1373	1452	1702	1215	1115	1224	532	652	1611	966	1985	1540
TX_00015618	A3	763557	766113	+	2557	165	244	142	112	126	198	247	288	71	207	333	87
TX_00015619	A3	767580	769651	-	2072	84	75	115	92	67	98	37	73	127	56	294	129
TX_00015620	A3	784352	788689	+	4338	142	257	377	230	245	287	328	215	239	124	503	344
TX_00015621	A3	788442	790846	-	2405	49	105	59	71	58	139	542	680	54	120	129	121
TX_00015622	A3	792508	795547	-	3040	121	140	166	112	83	101	80	50	80	92	300	173
TX_00015623	A3	799047	802179	+	3133	134	173	149	145	161	148	187	91	133	213	252	167
TX_00015624	A3	803104	805587	+	2484	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015625	A3	811107	815463	+	4357	255	585	482	388	521	321	368	219	279	868	772	434
TX_00015626	A3	824875	826584	+	1710	92	143	157	53	68	83	50	25	179	191	214	99
TX_00015627	A3	832557	833045	+	489	310	474	387	341	372	274	244	186	493	385	394	346
TX_00015628	A3	833473	833934	+	462	280	401	379	326	313	231	188	138	435	322	365	299
TX_00015629	A3	834199	834585	+	387	155	243	199	171	145	112	86	67	230	207	181	166
TX_00015630	A3	849241	853823	+	4583	63	111	217	99	36	29	51	38	92	160	181	90
TX_00015631	A3	854767	863093	+	8327	171	179	191	114	228	158	127	79	224	327	249	216
TX_00015632	A3	866876	867364	+	489	377	182	352	58	467	49	577	394	248	289	310	230
TX_00015633	A3	868771	870526	-	1756	11	33	52	21	37	25	44	17	18	64	55	46
TX_00015634	A3	900363	908060	+	7698	225	355	387	251	320	304	512	297	335	873	960	287
TX_00015635	A3	909028	917204	+	8177	693	712	835	637	791	494	648	473	689	981	1386	729
TX_00015636	A3	922814	923610	-	797	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015637	A3	929172	929786	-	615	677	768	728	536	622	513	462	317	573	874	950	672
TX_00015638	A3	939181	943970	-	4790	210	214	223	132	199	146	170	130	205	323	422	197
TX_00015639	A3	946269	946789	-	521	40	4	24	44	55	64	24	55	15	22	118	26
TX_00015640	A3	948660	953465	+	4806	870	944	1130	773	958	835	756	641	1127	1170	1915	1434
TX_00015641	A3	953884	955045	+	1162	60270	73133	128420	54013	78897	100420	36437	62068	116952	37346	106132	70815
TX_00015642	A3	961223	962509	-	1287	39078	30390	48518	22257	24750	33397	16161	21373	52768	4682	29570	39226
TX_00015643	A3	970928	972511	+	1584	0	0	0	0	0	0	0	0	1	0	0	0
TX_00015644	A3	973629	978899	-	5271	41974	34694	71441	29636	29597	36357	19631	33559	65911	4011	33336	40441
TX_00015645	A3	989652	991423	-	1772	272	284	354	246	489	269	412	320	360	650	617	273
TX_00015647	A3	1008534	1020499	+	11966	1145	980	1395	790	955	870	724	349	1890	839	1804	1075
TX_00015648	A3	1021128	1024012	+	2885	897	543	998	655	645	580	187	278	1178	274	1953	529
TX_00015649	A3	1025231	1027567	-	2337	161	205	195	148	191	168	208	142	183	266	377	171
TX_00015650	A3	1033024	1034962	-	1939	46	24	72	20	68	27	42	14	36	76	110	30
TX_00015651	A3	1036997	1037941	-	945	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015652	A3	1038726	1044529	-	5804	225	216	322	159	237	240	171	108	296	255	440	492
TX_00015653	A3	1046994	1047446	+	453	59	30	106	48	55	58	28	26	82	44	127	146
TX_00015654	A3	1053491	1055065	+	1575	13	36	24	14	33	23	23	12	15	19	47	20
TX_00015655	A3	1054343	1059211	-	4869	126	118	148	47	96	72	80	43	126	147	192	145
TX_00015656	A3	1071185	1072115	+	931	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015657	A3	1072725	1076541	-	3817	48	44	50	15	13	19	22	16	44	19	50	65
TX_00015659	A3	1107120	1108378	+	1259	213	159	617	235	637	328	324	121	422	811	298	324
TX_00015660	A3	1110512	1113200	+	2689	184	149	283	94	161	142	94	57	324	117	310	581
TX_00015661	A3	1147064	1148134	-	1071	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015662	A3	1149520	1149896	-	377	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015663	A3	1150595	1152108	-	1514	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015664	A3	1176872	1179175	-	2304	73	86	84	54	66	65	67	46	98	66	132	90
TX_00015666	A3	1188601	1188861	-	261	2	3	2	0	12	2	1	4	3	17	18	4
TX_00015667	A3	1202421	1210261	+	7841	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015668	A3	1217070	1219311	+	2242	302	271	354	183	258	254	155	88	442	464	636	667
TX_00015670	A3	1235536	1236755	+	1220	0	0	0	0	0	0	1	0	0	0	0	0
TX_00015671	A3	1242677	1245599	+	2923	29	8	13	77	6	43	2	12	8	3	16	13
TX_00015672	A3	1246182	1251250	-	5069	479	395	469	378	475	417	334	269	643	511	761	681
TX_00015673	A3	1254885	1255274	+	390	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015674	A3	1255329	1255523	+	195	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015675	A3	1432774	1440188	-	7415	50	1	2	0	2	0	0	1	53	3	13	5
TX_00015676	A3	1456947	1457825	+	879	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015677	A3	1462537	1464670	-	2134	0	0	0	1	0	0	0	0	0	0	0	0
TX_00015678	A3	1467682	1471631	+	3950	463	1082	1685	466	336	564	952	1366	262	146	2149	483
TX_00015679	A3	1472470	1477255	-	4786	112	154	212	117	153	117	214	101	92	174	318	116
TX_00015680	A3	1484298	1485959	+	1662	61	50	89	29	134	67	35	32	50	108	198	43
TX_00015681	A3	1488311	1495037	-	6727	367	413	436	375	425	312	382	230	388	610	757	349
TX_00015683	A3	1497904	1499812	-	1909	130	131	154	91	89	104	101	79	129	237	188	92
TX_00015684	A3	1501059	1502311	-	1253	532	534	555	388	682	476	515	302	857	1146	1021	608
TX_00015686	A3	1563147	1563521	-	375	4	10	7	2	3	3	1	1	9	0	13	3
TX_00015687	A3	1569663	1570010	-	348	45	86	84	88	67	54	44	13	41	94	184	63
TX_00015688	A3	1577894	1579967	-	2074	2	22	2	4	7	11	1805	566	1	1	6	4
TX_00015689	A3	1586486	1587283	-	798	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015690	A3	1593778	1595262	-	1485	2208	693	1379	675	1588	1236	581	219	2401	605	1058	2231
TX_00015691	A3	1602339	1604229	+	1891	0	0	0	0	0	0	0	0	0	0	3	0
TX_00015692	A3	1637857	1640222	+	2366	650	641	500	525	892	519	903	407	512	1854	1228	392
TX_00015693	A3	1642486	1652548	-	10063	2202	2052	2800	2035	2507	2401	1994	1422	2546	1954	4243	2585
TX_00015694	A3	1656085	1657732	-	1648	17	1	12	3	33	3	3	1	8	34	35	6
TX_00015695	A3	1658714	1661994	-	3281	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015696	A3	1663590	1665968	+	2379	404	456	448	368	339	278	298	206	427	421	703	321
TX_00015697	A3	1668238	1670788	-	2551	0	1	0	0	0	0	0	0	0	0	0	0
TX_00015698	A3	1672178	1676456	+	4279	306	544	427	472	207	448	433	537	365	257	982	466
TX_00015699	A3	1678235	1684853	-	6619	28	39	50	17	33	37	18	6	38	24	82	33
TX_00015700	A3	1689407	1689959	-	553	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015701	A3	1702808	1704073	+	1266	72	61	78	56	59	59	63	56	84	88	142	98
TX_00015702	A3	1706558	1709686	+	3129	206	148	275	270	160	240	384	111	210	457	728	248
TX_00015703	A3	1721124	1722134	-	1011	272	263	284	176	258	276	197	151	274	202	469	324
TX_00015704	A3	1724493	1726896	+	2404	6395	5175	8234	4858	6284	5559	2967	3251	9845	4388	7363	6886
TX_00015705	A3	1728022	1729285	-	1264	1797	2472	2375	1600	2305	1379	683	560	1939	1405	2678	1264
TX_00015706	A3	1729305	1734596	+	5292	2170	2280	2478	1385	2253	1277	1008	525	1981	2366	2856	1647
TX_00015707	A3	1739565	1743229	-	3665	561	1096	877	661	1277	2270	24128	23179	855	563	2932	777
TX_00015708	A3	1745868	1748802	-	2935	24	13	21	29	48	52	56	25	129	836	58	28
TX_00015709	A3	1751155	1755276	+	4122	0	14	7	14	13	16	10	9	5	75	84	39
TX_00015710	A3	1776992	1779704	-	2713	203	286	319	156	368	147	131	134	442	246	411	521
TX_00015711	A3	1785923	1790481	-	4559	2029	2136	2484	1269	1197	682	824	649	1820	596	4462	1453
TX_00002540	A3	1804357	1805731	-	1375	0	1	2	2	3	0	0	0	0	2	0	0
TX_00015712	A3	1810196	1816846	+	6651	23	15	49	14	11	9	12	9	52	10	64	13
TX_00015713	A3	1821121	1823957	+	2837	1172	1300	1243	1207	1495	1751	1362	1061	1208	977	1404	1298
TX_00015714	A3	1825014	1836519	+	11506	1861	1932	2200	1496	1909	1966	1392	929	2220	1853	3911	2170
TX_00015715	A3	1838867	1839811	+	945	405	496	368	294	407	412	76	88	384	430	556	217
TX_00015716	A3	1862934	1865313	+	2380	536	570	463	427	584	428	154	134	885	547	1182	651
TX_00015717	A3	1893976	1896374	+	2399	4	9	8	66	18	105	7	116	11	13	49	34
TX_00015718	A3	1902275	1905752	+	3478	159	331	377	234	250	288	146	145	273	201	505	248
TX_00015719	A3	1906656	1908178	+	1523	94	109	147	65	74	106	67	53	139	130	205	224
TX_00015720	A3	1912159	1913143	-	985	0	0	1	0	0	1	0	0	1	0	0	0
TX_00015721	A3	1917286	1922518	-	5233	256	332	359	224	397	211	305	181	198	419	511	184
TX_00015722	A3	1930095	1931726	+	1632	10	0	0	1	19	0	5	0	2	4	0	0
TX_00015723	A3	1947483	1957978	+	10496	195	304	570	64	293	136	550	92	302	493	583	266
TX_00015724	A3	1966392	1967815	+	1424	0	3	11	0	1	1	54	1	0	0	2	1
TX_00015725	A3	1968952	1970081	+	1130	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015726	A3	1978422	1984652	+	6231	7070	6483	16751	3591	7095	5328	22532	7174	8015	5120	8673	6552
TX_00015727	A3	1988519	1994540	-	6022	703	682	922	650	747	822	630	448	835	807	1085	772
TX_00015728	A3	1996933	1997846	-	914	387	471	526	377	647	486	740	478	400	436	731	306
TX_00015729	A3	2005370	2007390	+	2021	1	0	0	0	6	0	8	1	0	0	1	0
TX_00015730	A3	2010744	2022911	-	12168	678	656	1094	650	785	606	596	449	802	823	1234	786
TX_00015731	A3	2028005	2030329	-	2325	5	18	10	16	33	7	11	16	6	44	21	6
TX_00022828	A3	2037354	2038900	-	1547	0	1	0	1	0	0	0	0	0	0	0	0
TX_00015732	A3	2046962	2048195	-	1234	10	54	115	73	66	23	1022	66	11	1389	9	16
TX_00015733	A3	2056298	2063967	-	7670	4	5	4	4	4	75	6	2	12	5	18	28
TX_00015734	A3	2071294	2073384	-	2091	2022	1670	2274	1027	1914	1874	1533	1395	1498	1324	3167	2956
TX_00015735	A3	2083571	2089540	-	5970	39	112	266	162	63	62	23	31	120	206	239	175
TX_00015736	A3	2107435	2112007	+	4573	15	22	87	18	9	16	7	11	40	2	41	28
TX_00015737	A3	2112696	2113880	-	1185	232	235	98	229	1206	401	330	179	272	2678	714	257
TX_00015738	A3	2135105	2136959	+	1855	0	0	31	3	1	12	1	0	1	1	11	1
TX_00015739	A3	2141741	2153348	+	11608	393	357	499	259	370	336	271	226	484	434	685	583
TX_00015740	A3	2154035	2155045	-	1011	27	13	30	17	32	20	21	25	25	26	40	35
TX_00015741	A3	2161664	2167318	-	5655	175	189	230	155	172	169	222	110	196	294	427	206
TX_00015742	A3	2173486	2176103	-	2618	52	62	132	45	55	67	117	26	68	36	123	99
TX_00015743	A3	2201223	2204035	+	2813	132	141	215	106	189	103	92	58	185	156	241	128
TX_00015744	A3	2208545	2214979	+	6435	3	9	13	7	9	3	12	8	16	1	10	12
TX_00015745	A3	2218549	2225340	+	6792	665	1290	1665	789	2841	1163	4561	948	625	2277	1189	764
TX_00015746	A3	2225565	2228255	-	2691	91	204	77	134	142	114	140	101	101	117	274	92
TX_00015747	A3	2239833	2241491	+	1659	98	182	182	94	123	122	118	116	166	92	276	148
TX_00015748	A3	2248827	2249887	+	1061	3	2	7	10	5	9	2	3	4	2	12	7
TX_00015749	A3	2250552	2255548	-	4997	52	147	223	86	171	52	64	108	138	178	282	94
TX_00015750	A3	2268223	2277069	-	8847	151	191	231	108	174	118	117	67	180	217	244	97
TX_00015751	A3	2296403	2296801	-	399	0	0	0	0	3	1	0	1	0	0	0	0
TX_00015752	A3	2299778	2305229	-	5452	128	157	207	253	375	195	431	130	247	1000	338	131
TX_00015753	A3	2308958	2310751	+	1794	126	241	334	180	91	200	90	68	227	16	220	263
TX_00015754	A3	2311544	2313929	+	2386	46	73	46	92	64	97	92	62	86	76	146	49
TX_00015755	A3	2318349	2325859	+	7511	85	29	19	35	116	66	25	27	165	20	78	24
TX_00015756	A3	2323541	2324929	-	1389	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015757	A3	2326560	2328413	+	1854	74	138	190	81	76	70	125	110	70	125	327	137
TX_00015758	A3	2330059	2330469	-	411	25	10	52	6	8	9	16	2	91	12	49	10
TX_00015760	A3	2381194	2387923	+	6730	25	22	19	4	9	2	11	15	7	12	16	1
TX_00015761	A3	2390733	2392453	+	1721	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015762	A3	2394603	2403837	+	9235	1086	1724	1497	1369	1621	1218	1722	1132	1341	2642	2759	1553
TX_00015763	A3	2405829	2409563	-	3735	0	1	0	0	1	1	3	0	4	0	9	0
TX_00015764	A3	2426540	2431326	-	4787	0	0	1	0	1	0	4	0	0	6	1	1
TX_00015766	A3	2451267	2455023	+	3757	10	18	117	35	4	104	5	30	10	2	105	28
TX_00015767	A3	2455382	2458550	-	3169	208	149	116	101	156	81	124	89	199	115	452	218
TX_00015768	A3	2460845	2462626	-	1782	1	183	248	110	59	45	151	82	35	278	317	112
TX_00015769	A3	2467229	2471953	-	4725	47	107	74	78	140	121	325	77	91	109	388	117
TX_00015770	A3	2472642	2478520	+	5879	299	472	485	355	486	360	339	304	370	522	769	425
TX_00015771	A3	2479828	2485208	-	5381	101	121	163	108	128	132	89	77	131	117	284	189
TX_00015772	A3	2497151	2500338	-	3188	160	243	277	175	155	139	168	125	209	210	374	150
TX_00015773	A3	2501022	2505049	-	4028	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015774	A3	2519755	2523177	-	3423	101	100	178	56	108	112	89	64	142	328	201	327
TX_00015775	A3	2523118	2544111	+	20994	19	18	16	19	23	15	9	7	16	18	33	22
TX_00015776	A3	2543702	2550225	-	6524	134	199	164	144	165	161	135	131	153	182	295	173
TX_00015777	A3	2558503	2563230	-	4728	8127	11540	11875	3120	6439	11958	16104	12214	3159	4762	16807	15297
TX_00015778	A3	2562963	2569640	+	6678	28466	31336	41385	21918	28751	37245	39185	39348	23333	14039	51897	39410
TX_00015779	A3	2569964	2570830	-	867	2001	1426	1499	1012	1857	1849	2876	4614	1098	357	3074	1980
TX_00015780	A3	2572101	2576889	-	4789	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015781	A3	2584507	2588527	+	4021	2	19	2	10	16	34	18	42	0	2	23	3
TX_00015800	A3	2590827	2595767	-	4941	9	9	18	11	18	3	10	8	13	46	46	0
TX_00015783	A3	2598624	2601979	-	3356	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015801	A3	2615188	2615762	+	575	2	4	3	0	1	0	0	0	0	0	2	0
TX_00004522	A3	2630958	2630987	-	30	0	1	0	0	0	0	0	0	0	0	0	0
TX_00023570	A3	2672352	2672445	-	94	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015787	A3	2689274	2696602	+	7329	14	20	15	1	22	57	205	6	8	18	36	52
TX_00015793	A3	2726627	2739141	+	12515	14	10	2	1	2	62	59	22	6	1	26	82
TX_00015785	A3	2741719	2743220	+	1502	2	4	1	2	3	17	23	3	3	4	9	31
TX_00015786	A3	2742626	2743963	-	1338	12	0	19	0	8	14	32	41	11	8	15	20
TX_00015797	A3	2750680	2755765	+	5086	1	0	0	0	0	13	0	0	1	1	0	0
TX_00027798	A3	2767653	2772642	+	4990	0	0	0	1	0	0	0	0	1	1	0	1
TX_00019363	A3	2773393	2774501	+	1109	0	0	0	0	0	0	0	0	0	0	0	0
TX_00011734	A3	2782487	2782773	-	287	70	5	1	11	0	124	3	14	84	39	20	122
TX_00015799	A3	2798039	2802028	+	3990	1	5	0	1	18	5	5	22	2	3	5	4
TX_00028081	A3	2812612	2815313	-	2702	11	4	8	8	20	4	7	6	9	20	18	1
TX_00015784	A3	2823824	2833165	+	9342	12	7	10	2	4	14	1	15	6	3	24	8
TX_00015796	A3	2882299	2883699	-	1401	26	4	41	2	43	21	39	56	19	12	24	35
TX_00015795	A3	2891850	2895407	+	3558	27	24	5	7	10	35	58	4	15	14	26	42
TX_00015788	A3	2894813	2896187	-	1375	0	0	3	0	1	0	5	2	0	2	2	1
TX_00015802	A3	2902104	2905036	+	2933	8	3	16	3	19	13	1	5	9	4	53	16
TX_00015803	A3	2907942	2910536	+	2595	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015791	A3	2948422	2963132	+	14711	18	28	3	1	9	34	135	9	4	14	22	21
TX_00015792	A3	2962643	2964017	-	1375	0	0	0	0	2	4	0	0	0	0	5	0
TX_00015790	A3	2969818	2971239	+	1422	0	1	0	0	0	0	0	0	0	0	0	0
TX_00015805	A3	2994517	2999375	+	4859	8	6	4	1	70	40	132	7	6	5	19	26
TX_00015806	A3	2998907	3001295	-	2389	952	1290	1027	1296	996	1016	1272	1168	737	321	1597	873
TX_00015807	A3	3004861	3006598	+	1738	1	2	3	0	0	11	0	0	3	1	11	0
TX_00015808	A3	3007036	3010907	-	3872	1842	1264	1920	1521	5741	1832	3423	2275	2005	17390	2719	1803
TX_00015809	A3	3021710	3022250	-	541	22	16	34	24	42	32	6	4	49	60	32	42
TX_00015810	A3	3026489	3028870	+	2382	479	598	807	413	1181	569	476	334	664	897	850	675
TX_00015811	A3	3029626	3035744	+	6119	532	551	469	324	539	407	441	269	535	570	1063	801
TX_00015812	A3	3056782	3060047	+	3266	59	88	137	60	81	88	73	61	50	133	245	215
TX_00015813	A3	3060355	3062007	-	1653	68	29	74	41	105	33	3	3	57	26	114	35
TX_00015814	A3	3063039	3063863	-	825	5	7	11	9	13	6	2	1	11	7	11	12
TX_00021828	A3	3064747	3064772	-	26	4	3	4	7	1	1	1	0	5	3	9	5
TX_00015815	A3	3067049	3073305	+	6257	292	340	634	248	172	212	214	155	210	157	651	377
TX_00015816	A3	3074717	3078411	-	3695	155	60	44	151	659	125	83	26	251	792	219	25
TX_00015817	A3	3080593	3081691	-	1099	0	2	0	0	0	8	2	4	0	0	4	0
TX_00015818	A3	3128408	3140592	+	12185	731	850	1199	934	912	892	384	435	1064	844	1545	969
TX_00015819	A3	3130768	3133166	-	2399	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015820	A3	3161847	3165795	+	3949	240	212	291	216	446	119	197	59	391	230	449	110
TX_00015821	A3	3353018	3353865	-	848	0	0	2	0	0	0	1	0	0	0	2	0
TX_00015822	A3	3374688	3382219	+	7532	267	236	468	393	314	288	93	67	551	160	610	230
TX_00015823	A3	3382924	3386011	-	3088	120	148	213	133	147	71	118	119	147	191	364	110
TX_00015824	A3	3387402	3391267	+	3866	157	130	155	111	150	117	94	78	169	169	244	185
TX_00015825	A3	3392892	3393944	+	1053	434	593	474	342	510	317	353	286	539	590	615	379
TX_00015826	A3	3414324	3421026	-	6703	101	71	75	97	84	49	16	9	118	65	133	66
TX_00015827	A3	3422657	3425528	+	2872	13	8	14	4	33	3	1	6	9	37	42	2
TX_00015828	A3	3425947	3428961	-	3015	7911	6843	10697	5705	9335	5827	2694	2356	11092	5271	12135	7436
TX_00015829	A3	3430220	3432032	-	1813	374	419	494	322	687	370	283	165	498	585	688	348
TX_00015830	A3	3447169	3448240	+	1072	1	0	0	0	3	0	0	0	1	1	0	0
TX_00015833	A3	3453059	3454521	-	1463	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015834	A3	3460443	3461860	-	1418	0	1	30	1	7	4	0	0	4	0	3	0
TX_00015835	A3	3462018	3466150	-	4133	223	208	183	125	264	140	167	76	251	416	412	205
TX_00015836	A3	3470637	3472333	-	1697	0	0	2	1	0	0	5	2	0	1	1	1
TX_00015837	A3	3484533	3486064	-	1532	0	1	3	0	0	1	0	0	0	0	1	0
TX_00015838	A3	3495846	3497267	-	1422	117	181	98	135	195	168	96	90	131	143	316	212
TX_00015840	A3	3509465	3518124	-	8660	1606	1810	2567	1560	2602	1811	2034	1289	1970	2601	3323	1754
TX_00015841	A3	3520112	3524143	-	4032	13	38	29	23	45	21	24	20	25	32	101	24
TX_00015842	A3	3525693	3538522	-	12830	354	356	503	242	330	272	299	143	388	414	807	538
TX_00015843	A3	3553367	3556181	-	2815	0	2	11	0	0	0	1	3	1	0	8	2
TX_00015844	A3	3565853	3569480	+	3628	93	9	1	33	327	260	9	4	542	207	92	299
TX_00015845	A3	3580603	3589091	+	8489	130	99	270	71	105	126	183	155	326	92	291	203
TX_00015846	A3	3590483	3599505	-	9023	987	631	1834	648	878	655	96	91	2336	401	1782	3098
TX_00015847	A3	3625582	3631902	+	6321	31	21	30	21	42	21	14	26	55	75	41	23
TX_00015848	A3	3633627	3643966	-	10340	2	0	1	2	0	0	0	1	1	3	2	0
TX_00015849	A3	3648740	3652139	-	3400	3	0	2	0	0	0	0	0	6	0	1	1
TX_00015850	A3	3662245	3668317	+	6073	828	660	935	558	765	792	591	466	1222	806	1412	1334
TX_00015851	A3	3673680	3684800	+	11121	307	364	838	325	875	713	240	186	776	321	564	409
TX_00015852	A3	3686928	3692832	+	5905	102	73	135	73	143	62	43	24	131	184	320	91
TX_00015853	A3	3694961	3705255	+	10295	15	63	169	92	24	17	80	10	25	13	85	13
TX_00015854	A3	3710174	3713594	+	3421	384	558	724	409	710	297	733	288	398	2214	1042	227
TX_00015855	A3	3715987	3717906	+	1920	72	78	121	55	86	62	66	29	65	67	132	60
TX_00015856	A3	3718954	3719574	-	621	1	0	3	1	0	0	0	3	4	0	14	7
TX_00015857	A3	3725825	3739741	-	13917	0	156	59	1	2	0	0	0	0	2	0	0
TX_00009940	A3	3731853	3734772	+	2920	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015858	A3	3748469	3759179	-	10711	472	1285	857	511	805	549	627	367	646	988	1598	656
TX_00015859	A3	3768855	3769593	+	739	1	0	0	0	0	0	0	0	0	0	0	0
TX_00015860	A3	3770750	3772516	-	1767	316	219	413	208	401	256	159	188	224	509	297	524
TX_00028426	A3	3796002	3796960	+	959	0	7	4	7	9	0	2	11	5	2	45	1
TX_00015861	A3	3806080	3809425	-	3346	211	466	34	130	269	415	235	146	333	254	533	257
TX_00015862	A3	3817767	3829230	-	11464	1	3	0	1	0	0	0	1	3	0	3	0
TX_00015863	A3	3848433	3852024	+	3592	6	10	3	5	7	16	2	3	6	2	3	1
TX_00015864	A3	3854269	3855563	-	1295	565	393	572	329	378	386	318	279	422	195	899	499
TX_00015865	A3	3857332	3861159	+	3828	2454	1917	3397	2052	2722	2728	1409	1263	3913	2851	1935	3436
TX_00016278	A3	3871198	3871447	+	250	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015866	A3	3874156	3875973	-	1818	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015867	A3	3887377	3888918	+	1542	284	348	349	194	272	201	192	199	231	297	583	271
TX_00015868	A3	3912207	3913262	+	1056	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015869	A3	3948384	3948821	-	438	229	340	350	197	236	191	708	361	310	443	474	375
TX_00015870	A3	3951669	3956620	-	4952	371	411	507	416	450	388	452	320	414	435	800	433
TX_00015871	A3	3965576	3970228	+	4653	2481	3183	3243	2836	2394	2301	2869	2888	1931	2515	2927	4485
TX_00015872	A3	3975141	3976724	+	1584	25	14	49	13	9	15	13	3	5	6	9	47
TX_00015873	A3	3989561	3990975	+	1415	11	23	15	6	10	15	4	8	5	0	110	4
TX_00015874	A3	3992482	3994449	-	1968	559	835	700	506	626	588	501	369	475	615	1282	562
TX_00015875	A3	3999123	4001919	-	2797	554	369	721	269	528	482	153	104	1256	210	746	1114
TX_00015876	A3	4002650	4005607	-	2958	168	139	273	139	167	157	169	104	178	183	313	201
TX_00015877	A3	4006343	4010609	-	4267	457	506	550	401	392	344	360	291	435	518	838	370
TX_00015878	A3	4012585	4014640	-	2056	328	220	251	152	152	186	121	85	275	208	328	332
TX_00015879	A3	4017443	4020562	-	3120	499	465	891	410	526	374	320	205	500	676	768	673
TX_00015880	A3	4024453	4025301	-	849	20	33	21	20	46	21	8	24	19	74	78	28
TX_00015881	A3	4027435	4028252	-	818	318	557	133	527	32	162	37	313	263	143	1650	360
TX_00015882	A3	4034834	4035178	-	345	0	6	3	12	7	26	20	20	25	5	62	10
TX_00015883	A3	4060379	4064141	+	3763	0	0	0	0	0	0	0	0	1	0	0	0
TX_00015884	A3	4066874	4070753	+	3880	2	4	3	2	0	0	3	6	3	0	0	0
TX_00015885	A3	4070972	4073243	+	2272	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015886	A3	4071500	4073968	-	2469	3	6	0	0	3	0	0	0	5	0	2	0
TX_00001850	A3	4101807	4103749	-	1943	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015887	A3	4106957	4113308	+	6352	16	8	0	3	140	64	33	7	43	3	15	0
TX_00015888	A3	4121766	4124157	+	2392	0	1	0	0	3	2	0	0	0	0	0	0
TX_00015889	A3	4130603	4132684	+	2082	9	17	39	12	3	4	10	7	7	3	28	14
TX_00015890	A3	4133564	4135846	-	2283	31	29	17	19	27	30	10	5	96	2	91	21
TX_00015891	A3	4259016	4260994	-	1979	2585	2430	3256	2687	3321	2470	2076	2676	3663	5285	5433	2790
TX_00024390	A3	4267888	4270131	+	2244	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015892	A3	4282734	4285076	-	2343	311	481	981	422	183	293	291	251	1332	120	943	354
TX_00015893	A3	4303643	4303951	-	309	0	0	0	0	0	0	0	0	0	0	0	0
TX_00015894	A3	4306460	4307377	-	918	226	234	262	102	371	325	186	9	174	141	336	184
TX_00015896	A3	4321134	4331013	+	9880	2519	3786	3466	3934	3874	4115	3616	4112	2935	3240	6230	3519
TX_00015897	A3	4363582	4365367	+	1786	290	754	370	189	277	62	678	416	427	189	731	249
TX_00015898	A3	4367487	4368320	-	834	86	63	59	27	176	92	84	19	70	98	55	60
TX_00015899	A3	4374067	4380212	+	6146	1	0	144	41	60	58	1	34	0	201	2	177
TX_00015900	A3	4386209	4387805	-	1597	71	82	77	77	97	76	65	53	105	122	182	42
TX_00015901	A3	4400321	4400874	+	554	0	0	1	0	0	0	0	0	0	0	4	0
TX_00015902	A3	4403385	4404257	-	873	208	258	386	203	244	239	212	183	306	308	458	300
TX_00015903	A3	4408564	4410802	-	2239	235	239	238	190	271	198	187	138	254	300	471	160
TX_00015904	A3	4424262	4431053	+	6792	1063	1536	1604	1182	1393	1008	1287	962	1141	1770	2597	1379
