pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,flag_tx_mat,flag_tx_pat,TM4.mat,TM5.mat,TM6.mat,TF1.mat,TF2.mat,TF3.mat,TF4.mat,TF5.mat,TF6.mat,TM1.mat,TM2.mat,TM3.mat,total.mat,femTotal.mat,maleTotal.mat,femMean.mat,maleMean.mat,TM4.pat,TM5.pat,TM6.pat,TF1.pat,TF2.pat,TF3.pat,TF4.pat,TF5.pat,TF6.pat,TM1.pat,TM2.pat,TM3.pat,total.pat,femTotal.pat,maleTotal.pat,femMean.pat,maleMean.pat
TX_maternal_00017457_TX_paternal_00021514,TX_maternal_00017457,TX_paternal_00021514,X,Y,85129726,129796868,85133225,129799563,PASS,NSOrtho,36,33,44,23,31,42,48,31,43,37,43,83,2856,218,276,36.333333333333336,46,50,18,40,4,29,15,12,11,48,57,46,70,1260,119,281,19.833333333333332,46.833333333333336
TX_maternal_00017459_TX_paternal_00021581,TX_maternal_00017459,TX_paternal_00021581,X,Y,85155430,139013853,85157764,139018957,PASS,NSOrtho,2937,2385,4970,3664,4443,4654,2014,3063,11899,914,3155,2980,130174,29737,17341,4956.166666666667,2890.1666666666665,2418,1679,3762,8,6,15,3,5,13,670,2464,2572,386725,50,13565,8.333333333333334,2260.8333333333335
TX_maternal_00019404_TX_paternal_00021394,TX_maternal_00019404,TX_paternal_00021394,X,Y,175903110,117421059,175904614,117421863,NSOrtho,NSOrtho,52,34,70,137,66,120,58,54,106,19,83,9,1342,541,267,90.16666666666667,44.5,29,41,21,0,1,0,0,0,0,6,15,5,425,1,117,0.16666666666666669,19.5
TX_maternal_00017479_TX_paternal_00021980,TX_maternal_00017479,TX_paternal_00021980,X,Y,87009696,193005865,87011159,193009390,PASS,NSOrtho,15,25,20,17,48,49,25,29,36,36,34,19,85,204,149,34,24.833333333333332,21,27,27,0,0,0,0,0,0,22,30,22,43,0,149,0,24.833333333333332
TX_maternal_00017496_TX_paternal_00020714,TX_maternal_00017496,TX_paternal_00020714,X,Y,89287363,72657499,89290578,72660898,PASS,NSOrtho,99,166,138,197,317,176,241,169,265,195,272,111,1365,1365,981,227.5,163.5,56,65,100,0,2,0,0,0,2,73,128,82,1863,4,504,0.6666666666666667,84
TX_maternal_00016498_TX_paternal_00023465,TX_maternal_00016498,TX_paternal_00023465,X,Y,23122594,404804064,23129846,404812744,NSOrtho,NSOrtho,254,344,394,587,549,550,502,405,609,501,606,326,21170,3202,2425,533.6666666666666,404.1666666666667,241,305,394,13,10,8,5,10,3,309,513,266,6591,49,2028,8.166666666666666,338
TX_maternal_00017606_TX_paternal_00022596,TX_maternal_00017606,TX_paternal_00022596,X,Y,97049464,294426218,97052674,294429416,PASS,NSOrtho,20,19,44,26,63,45,43,44,47,42,73,55,1350,268,253,44.666666666666664,42.166666666666664,60,44,60,1,2,0,0,0,1,63,96,89,2235,4,412,0.6666666666666667,68.66666666666667
TX_maternal_00017615_TX_paternal_00023684,TX_maternal_00017615,TX_paternal_00023684,X,Y,97424704,444398990,97429792,444403919,PASS,NSOrtho,1011,1232,1023,1525,2252,1715,1625,1133,1708,1467,1976,1084,77515,9958,7793,1659.6666666666667,1298.8333333333333,164,233,219,1,1,3,3,0,0,364,439,214,9639,8,1633,1.3333333333333333,272.1666666666667
TX_maternal_00016477_TX_paternal_00022053,TX_maternal_00016477,TX_paternal_00022053,X,Y,21301902,200895173,21307203,200900476,NSOrtho,NSOrtho,76,85,88,133,176,128,150,106,193,97,149,90,1245,886,585,147.66666666666666,97.5,41,55,69,4,0,12,8,5,1,70,137,67,1458,30,439,5,73.16666666666667
TX_maternal_00017618_TX_paternal_00022709,TX_maternal_00017618,TX_paternal_00022709,X,Y,97607794,311944520,97609823,311947250,PASS,NSOrtho,99,121,112,172,210,175,202,161,172,96,175,121,2530,1092,724,182,120.66666666666667,100,119,146,0,1,0,0,0,0,90,227,131,3696,1,813,0.16666666666666669,135.5
TX_maternal_00017619_TX_paternal_00022711,TX_maternal_00017619,TX_paternal_00022711,X,Y,97610860,312171358,97614095,312174118,PASS,NSOrtho,143,212,180,430,531,475,554,356,323,221,416,228,15953,2669,1400,444.8333333333333,233.33333333333334,101,98,139,17,2,5,8,5,0,139,208,154,6885,37,839,6.166666666666666,139.83333333333334
TX_maternal_00017621_TX_paternal_00022705,TX_maternal_00017621,TX_paternal_00022705,X,Y,97645853,307646780,97649081,307650067,PASS,NSOrtho,2446,2374,3447,5110,4496,5312,3136,3038,4899,1664,7995,2462,41718,25991,20388,4331.833333333333,3398,2667,2555,2777,7,14,25,6,4,11,1495,4515,2428,611400,67,16437,11.166666666666666,2739.5
TX_maternal_00017676_TX_paternal_00022928,TX_maternal_00017676,TX_paternal_00022928,X,Y,100344844,335874725,100414218,335877849,PASS,NSOrtho,36,88,95,126,121,139,130,76,187,52,96,77,2373,779,444,129.83333333333334,74,59,63,70,0,1,2,0,0,1,55,111,70,774,4,428,0.6666666666666667,71.33333333333333
TX_maternal_00017678_TX_paternal_00022927,TX_maternal_00017678,TX_paternal_00022927,X,Y,100531517,335741692,100534374,335744235,PASS,NSOrtho,1324,933,917,1397,3558,1672,1454,1141,2556,1814,2371,973,404272,11778,8332,1963,1388.6666666666667,392,423,542,0,5,1,2,4,2,405,893,591,98300,14,3246,2.3333333333333335,541
TX_maternal_00017727_TX_paternal_00024411,TX_maternal_00017727,TX_paternal_00024411,X,Y,103721750,501331908,103726524,501334881,PASS,NSOrtho,39,34,55,41,55,29,47,19,100,28,50,15,675,291,221,48.5,36.833333333333336,25,52,87,33,4,16,34,7,14,76,72,50,975,108,362,18,60.333333333333336
TX_maternal_00017733_TX_paternal_00022741,TX_maternal_00017733,TX_paternal_00022741,X,Y,104063121,319093261,104065000,319096241,PASS,NSOrtho,6,0,0,2,0,1,0,5,16,2,0,0,21,24,8,4,1.3333333333333335,12,29,12,6,0,3,14,2,0,42,40,20,144,25,155,4.166666666666666,25.833333333333332
TX_maternal_00017772_TX_paternal_00020648,TX_maternal_00017772,TX_paternal_00020648,X,Y,105589620,64084063,105590450,64084902,PASS,NSOrtho,8,12,11,53,25,36,19,6,19,11,21,25,297,158,88,26.333333333333332,14.666666666666666,19,25,30,12,20,7,9,4,20,15,44,5,180,72,138,12,23
TX_maternal_00018156_TX_paternal_00023530,TX_maternal_00018156,TX_paternal_00023530,X,Y,123219950,419817345,123220775,419818170,NSOrtho,NSOrtho,210,213,398,409,469,358,136,215,903,82,214,11,22100,2490,1128,415,188,234,276,407,3,7,4,0,7,6,77,299,337,29692,27,1630,4.5,271.6666666666667
TX_maternal_00017419_TX_paternal_00022694,TX_maternal_00017419,TX_paternal_00022694,X,Y,82452111,305107950,82456338,305110113,NSOrtho,NSOrtho,82,108,117,189,242,255,156,148,214,115,222,115,3349,1204,759,200.66666666666666,126.5,79,89,103,1,1,1,0,1,0,66,190,79,79,4,606,0.6666666666666666,101
TX_maternal_00017894_TX_paternal_00023651,TX_maternal_00017894,TX_paternal_00023651,X,Y,109519974,439084115,109522635,439086777,PASS,NSOrtho,11,26,14,6,52,25,22,11,19,32,23,8,38,135,114,22.5,19,12,17,13,4,0,1,8,0,0,26,28,27,312,13,123,2.1666666666666665,20.5
TX_maternal_00017898_TX_paternal_00023644,TX_maternal_00017898,TX_paternal_00023644,X,Y,109548956,438798058,109556368,438803001,PASS,NSOrtho,445,314,401,961,1427,582,674,532,1339,599,732,97,94579,5515,2588,919.1666666666666,431.3333333333333,58,40,63,18,4,11,14,14,11,102,117,44,765,72,424,12,70.66666666666667
TX_maternal_00017039_TX_paternal_00024372,TX_maternal_00017039,TX_paternal_00024372,X,Y,51776051,500084552,51785486,500093975,NSOrtho,NSOrtho,63,90,103,125,115,117,128,175,187,119,83,42,1155,847,500,141.16666666666666,83.33333333333333,44,65,121,1,6,1,3,12,13,118,206,103,4410,36,657,6,109.5
TX_maternal_00017948_TX_paternal_00020716,TX_maternal_00017948,TX_paternal_00020716,X,Y,111061874,73097764,111068724,73100453,PASS,NSOrtho,225,162,32,268,393,325,238,162,578,222,347,1,25425,1964,989,327.3333333333333,164.83333333333334,346,84,464,22,19,20,16,10,29,276,587,576,106491,116,2333,19.333333333333332,388.8333333333333
TX_maternal_00017953_TX_paternal_00020762,TX_maternal_00017953,TX_paternal_00020762,X,Y,111144295,81172647,111146901,81201883,PASS,NSOrtho,49,106,107,182,208,164,162,114,187,146,185,126,6825,1017,719,169.5,119.83333333333333,33,24,48,1,1,1,2,0,0,41,82,45,507,5,273,0.8333333333333334,45.5
TX_maternal_00018028_TX_paternal_00020604,TX_maternal_00018028,TX_paternal_00020604,X,Y,116527962,60386856,116532191,60388700,PASS,NSOrtho,92,97,145,146,227,210,173,209,256,93,167,114,2369,1221,708,203.5,118,8,13,23,18,0,16,5,3,2,29,33,20,182,44,126,7.333333333333334,21
TX_maternal_00019625_TX_paternal_00021251,TX_maternal_00019625,TX_paternal_00021251,X,Y,193324980,105045222,193327258,105046857,NSOrtho,NSOrtho,5,3,9,12,28,18,3,4,31,29,17,9,35,96,72,16,12,27,27,41,16,38,21,4,9,30,29,53,30,114,118,207,19.666666666666668,34.5
TX_maternal_00018053_TX_paternal_00023674,TX_maternal_00018053,TX_paternal_00023674,X,Y,118144887,441517874,118150024,441526728,PASS,NSOrtho,28,75,43,49,68,121,179,64,18,27,51,21,196,499,245,83.16666666666667,40.833333333333336,23,71,42,5,1,24,28,15,2,34,110,79,2907,75,359,12.5,59.833333333333336
TX_maternal_00018054_TX_paternal_00023672,TX_maternal_00018054,TX_paternal_00023672,X,Y,118152916,441503965,118156952,441512904,PASS,NSOrtho,98,161,136,300,277,285,444,360,208,242,288,111,1463,1874,1036,312.3333333333333,172.66666666666666,49,114,102,2,4,0,3,1,3,112,170,79,1984,13,626,2.1666666666666665,104.33333333333333
TX_maternal_00018056_TX_paternal_00023668,TX_maternal_00018056,TX_paternal_00023668,X,Y,118378630,441168177,118381908,441174061,PASS,NSOrtho,101,35,99,64,124,110,41,65,175,15,62,55,3666,579,367,96.5,61.166666666666664,58,76,99,6,0,2,18,8,1,71,116,77,1350,35,497,5.833333333333333,82.83333333333333
TX_maternal_00019278_TX_paternal_00020620,TX_maternal_00019278,TX_paternal_00020620,X,Y,170299394,61346575,170303868,61350920,NSOrtho,NSOrtho,7,6,8,6,4,9,3,3,4,5,8,10,34,29,44,4.833333333333333,7.333333333333333,16,19,21,6,3,3,4,3,7,25,32,20,90,26,133,4.333333333333333,22.166666666666668
TX_maternal_00017621_TX_paternal_00022705,TX_maternal_00017621,TX_paternal_00022705,X,Y,97645853,307646780,97649081,307650067,NSOrtho,NSOrtho,2446,2374,3447,5110,4496,5312,3136,3038,4899,1664,7995,2462,41718,25991,20388,4331.833333333333,3398,2667,2555,2777,7,14,25,6,4,11,1495,4515,2428,611400,67,16437,11.166666666666666,2739.5
TX_maternal_00018120_TX_paternal_00023972,TX_maternal_00018120,TX_paternal_00023972,X,Y,121814800,473746934,121817339,473758526,PASS,NSOrtho,59,103,132,136,111,360,112,200,103,42,97,102,3542,1022,535,170.33333333333334,89.16666666666667,0,9,7,9,0,18,0,20,0,0,1,6,21,47,23,7.833333333333334,3.833333333333333
TX_maternal_00017066_TX_paternal_00023876,TX_maternal_00017066,TX_paternal_00023876,X,Y,52362497,463428378,52365594,463434122,NSOrtho,PASS,76,95,78,37,176,84,88,38,183,83,237,65,846,606,634,101,105.66666666666666,20,23,27,19,23,18,9,9,9,26,55,31,306,87,182,14.5,30.333333333333332
TX_maternal_00018229_TX_paternal_00022919,TX_maternal_00018229,TX_paternal_00022919,X,Y,125912306,334765069,125915088,334766354,PASS,NSOrtho,70,42,60,69,98,72,70,49,106,40,91,44,1539,464,347,77.33333333333333,57.833333333333336,15,15,11,0,0,0,0,0,1,7,20,5,110,1,73,0.16666666666666669,12.166666666666666
TX_maternal_00017496_TX_paternal_00020714,TX_maternal_00017496,TX_paternal_00020714,X,Y,89287363,72657499,89290578,72660898,NSOrtho,NSOrtho,99,166,138,197,317,176,241,169,265,195,272,111,1365,1365,981,227.5,163.5,56,65,100,0,2,0,0,0,2,73,128,82,1863,4,504,0.6666666666666667,84
TX_maternal_00018362_TX_paternal_00023786,TX_maternal_00018362,TX_paternal_00023786,X,Y,131922635,451473845,131927128,451490731,PASS,NSOrtho,5,2,3,8,5,10,7,6,6,9,16,9,35,42,44,7,7.333333333333334,11,18,28,0,0,0,0,0,0,19,36,21,176,0,133,0,22.166666666666668
TX_maternal_00018373_TX_paternal_00020666,TX_maternal_00018373,TX_paternal_00020666,X,Y,132362978,65258883,132364558,65260479,PASS,NSOrtho,54,52,117,82,108,121,67,46,149,36,130,97,3322,573,486,95.5,81,58,65,108,2,3,5,4,1,8,54,148,79,1507,23,512,3.833333333333333,85.33333333333333
TX_maternal_00019605_TX_paternal_00021272,TX_maternal_00019605,TX_paternal_00021272,X,Y,192390914,105994442,192393056,105998517,NSOrtho,NSOrtho,13,4,7,1,6,0,6,2,29,2,0,4,85,44,30,7.333333333333334,5,10,12,19,0,2,1,5,0,6,18,20,7,34,14,86,2.3333333333333335,14.333333333333334
TX_maternal_00018483_TX_paternal_00023477,TX_maternal_00018483,TX_paternal_00023477,X,Y,140530171,408822854,140539018,409905420,PASS,NSOrtho,205,310,480,631,587,478,429,529,717,243,509,300,24240,3371,2047,561.8333333333334,341.1666666666667,246,279,339,10,14,11,1,5,15,245,568,282,9768,56,1959,9.333333333333334,326.5
TX_maternal_00019605_TX_paternal_00021272,TX_maternal_00019605,TX_paternal_00021272,X,Y,192390914,105994442,192393056,105998517,NSOrtho,NSOrtho,13,4,7,1,6,0,6,2,29,2,0,4,85,44,30,7.333333333333334,5,10,12,19,0,2,1,5,0,6,18,20,7,34,14,86,2.3333333333333335,14.333333333333334
TX_maternal_00018571_TX_paternal_00022000,TX_maternal_00018571,TX_paternal_00022000,X,Y,144292983,195027978,144297014,195031044,PASS,NSOrtho,71,27,68,40,151,35,45,22,239,247,59,57,960,532,529,88.66666666666666,88.16666666666666,132,91,133,0,1,1,0,0,0,194,182,117,1992,2,849,0.33333333333333337,141.5
TX_maternal_00018580_TX_paternal_00022731,TX_maternal_00018580,TX_paternal_00022731,X,Y,144374612,317394150,144376300,317395926,PASS,NSOrtho,156,180,229,292,418,361,405,256,429,250,311,221,12441,2161,1347,360.1666666666667,224.5,191,170,189,0,1,1,0,1,0,237,308,201,2156,3,1296,0.5,216
TX_maternal_00019237_TX_paternal_00022439,TX_maternal_00019237,TX_paternal_00022439,X,Y,166982881,257353021,166984990,257355119,NSOrtho,NSOrtho,37,158,72,64,130,100,159,54,153,73,108,41,195,660,489,110,81.5,50,38,59,0,1,0,0,0,1,49,96,43,372,2,335,0.33333333333333337,55.833333333333336
TX_maternal_00018616_TX_paternal_00021986,TX_maternal_00018616,TX_paternal_00021986,X,Y,145397580,193639261,145400570,193642131,PASS,NSOrtho,259,353,336,522,721,580,513,335,679,417,508,308,14175,3350,2181,558.3333333333334,363.5,278,282,409,1,1,0,3,2,2,274,485,416,48233,9,2144,1.5,357.3333333333333
TX_maternal_00018617_TX_paternal_00021990,TX_maternal_00018617,TX_paternal_00021990,X,Y,145405695,193772152,145407580,193772947,PASS,NSOrtho,42,23,46,72,69,97,49,51,130,34,68,44,129,468,257,78,42.833333333333336,30,44,46,1,3,1,1,1,2,51,67,47,693,9,285,1.5,47.5
TX_maternal_00018634_TX_paternal_00020507,TX_maternal_00018634,TX_paternal_00020507,X,Y,146036467,49439550,146038460,49442006,PASS,NSOrtho,52,46,94,98,67,105,26,22,171,32,91,80,1914,489,395,81.5,65.83333333333333,58,59,95,1,0,1,0,0,5,35,95,78,1428,7,420,1.1666666666666665,70
TX_maternal_00018658_TX_paternal_00022935,TX_maternal_00018658,TX_paternal_00022935,X,Y,146612354,337836341,146617519,337841137,PASS,NSOrtho,326,420,469,859,943,674,849,888,810,523,613,556,101871,5023,2907,837.1666666666666,484.5,517,663,685,15,10,43,22,12,15,687,1000,754,151249,117,4306,19.5,717.6666666666666
TX_maternal_00018662_TX_paternal_00021851,TX_maternal_00018662,TX_paternal_00021851,X,Y,146701560,180904645,146704645,180907692,PASS,NSOrtho,203,164,267,191,325,347,308,206,351,366,486,321,31178,1728,1807,288,301.1666666666667,158,231,209,1,20,5,7,3,4,265,404,182,4250,40,1449,6.666666666666666,241.5
TX_maternal_00018669_TX_paternal_00022020,TX_maternal_00018669,TX_paternal_00022020,X,Y,146994272,197468268,146997900,197472089,PASS,NSOrtho,254,288,429,492,351,557,481,582,506,145,859,277,6372,2969,2252,494.8333333333333,375.3333333333333,243,231,364,0,18,2,41,18,26,273,105,285,11352,105,1501,17.5,250.16666666666666
TX_maternal_00018697_TX_paternal_00021435,TX_maternal_00018697,TX_paternal_00021435,X,Y,147904695,123496919,147907597,123499121,PASS,NSOrtho,69,84,58,225,164,352,304,127,193,40,145,93,2025,1365,489,227.5,81.5,427,261,428,10,4,16,2,36,7,138,323,378,20125,75,1955,12.5,325.8333333333333
TX_maternal_00018699_TX_paternal_00021437,TX_maternal_00018699,TX_paternal_00021437,X,Y,147955056,123710117,147958594,123713383,PASS,NSOrtho,271,202,475,310,205,323,152,130,567,120,439,248,6228,1687,1755,281.1666666666667,292.5,280,240,468,5,0,4,1,2,8,137,545,327,14568,20,1997,3.333333333333333,332.8333333333333
TX_maternal_00018711_TX_paternal_00022119,TX_maternal_00018711,TX_paternal_00022119,X,Y,148207710,215488631,148209947,215490791,PASS,NSOrtho,455,449,722,826,1368,1087,292,211,1654,690,902,884,287885,5438,4102,906.3333333333334,683.6666666666666,116,70,139,3,16,11,0,0,14,198,221,189,11285,44,933,7.333333333333334,155.5
TX_maternal_00018731_TX_paternal_00022121,TX_maternal_00018731,TX_paternal_00022121,X,Y,148652783,215491516,148656726,215494997,PASS,NSOrtho,103,168,249,271,161,217,68,124,430,34,172,204,15657,1271,930,211.83333333333334,155,96,157,244,3,0,2,0,0,1,52,183,182,12093,6,914,1,152.33333333333334
TX_maternal_00018732_TX_paternal_00022125,TX_maternal_00018732,TX_paternal_00022125,X,Y,148665554,215855079,148667474,215857121,PASS,NSOrtho,1176,764,1427,1197,1498,1732,950,879,2398,335,1465,1364,240030,8654,6531,1442.3333333333333,1088.5,1166,785,1618,0,4,3,2,1,1,412,1588,2035,1392435,11,7604,1.8333333333333335,1267.3333333333333
TX_maternal_00018830_TX_paternal_00022025,TX_maternal_00018830,TX_paternal_00022025,X,Y,151504869,198000220,151517756,198002615,PASS,NSOrtho,93,118,102,172,255,201,187,113,187,200,217,120,2982,1115,850,185.83333333333334,141.66666666666666,268,331,302,10,9,0,2,0,6,480,534,281,3843,27,2196,4.5,366
TX_maternal_00018834_TX_paternal_00021597,TX_maternal_00018834,TX_paternal_00021597,X,Y,151613791,141014654,151614944,141015990,PASS,NSOrtho,271,399,336,790,797,738,776,571,673,379,658,375,33915,4345,2418,724.1666666666666,403,256,289,285,0,0,2,1,0,1,260,490,275,5310,4,1855,0.6666666666666667,309.1666666666667
TX_maternal_00018896_TX_paternal_00023624,TX_maternal_00018896,TX_paternal_00023624,X,Y,153070389,436714796,153074459,436718715,PASS,NSOrtho,85,83,138,55,122,57,39,56,178,61,123,70,1240,507,560,84.5,93.33333333333333,8,1,5,5,15,2,0,0,7,20,25,10,27,29,69,4.833333333333334,11.5
TX_maternal_00018911_TX_paternal_00022185,TX_maternal_00018911,TX_paternal_00022185,X,Y,153380999,232992096,153385194,232996352,PASS,NSOrtho,78,98,189,156,151,158,130,147,209,65,200,101,2148,951,731,158.5,121.83333333333333,83,114,130,11,11,13,9,3,4,86,234,135,5777,51,782,8.5,130.33333333333334
TX_maternal_00018916_TX_paternal_00023485,TX_maternal_00018916,TX_paternal_00023485,X,Y,153532661,413364082,153534984,413366729,PASS,NSOrtho,852,384,1239,513,1712,563,921,1098,1772,311,1974,469,253632,6579,5229,1096.5,871.5,244,360,437,53,1,46,2,0,3,274,551,271,7210,105,2137,17.5,356.1666666666667
TX_maternal_00018917_TX_paternal_00023486,TX_maternal_00018917,TX_paternal_00023486,X,Y,153535453,413367191,153538029,413419040,PASS,NSOrtho,250,377,378,618,730,596,576,375,694,616,670,324,21525,3589,2615,598.1666666666666,435.8333333333333,261,354,383,2,3,3,0,1,2,525,659,357,29973,11,2539,1.8333333333333333,423.1666666666667
TX_maternal_00018965_TX_paternal_00021863,TX_maternal_00018965,TX_paternal_00021863,X,Y,154963133,182127063,154966920,182131649,PASS,NSOrtho,29,39,56,44,67,18,37,98,113,57,100,33,155,377,314,62.833333333333336,52.333333333333336,205,196,275,5,31,2,1,11,14,267,560,286,20131,64,1789,10.666666666666668,298.1666666666667
TX_maternal_00018989_TX_paternal_00020635,TX_maternal_00018989,TX_paternal_00020635,X,Y,155532229,62361879,155538750,62366887,PASS,NSOrtho,646,799,946,1165,1169,1297,1174,1055,1895,296,738,591,34636,7755,4016,1292.5,669.3333333333334,79,74,65,0,4,4,7,5,13,31,76,34,2599,33,359,5.5,59.833333333333336
TX_maternal_00018992_TX_paternal_00020625,TX_maternal_00018992,TX_paternal_00020625,X,Y,155637359,61665387,155646621,61700631,PASS,NSOrtho,244,318,346,480,734,469,789,624,550,581,579,226,4465,3646,2294,607.6666666666666,382.3333333333333,135,222,204,28,3,21,35,25,1,265,368,186,8346,113,1380,18.833333333333332,230
TX_maternal_00019028_TX_paternal_00022975,TX_maternal_00019028,TX_paternal_00022975,X,Y,157048962,344796039,157051399,344798980,PASS,NSOrtho,69,85,82,138,193,130,122,93,178,107,128,100,2704,854,571,142.33333333333334,95.16666666666667,56,75,64,9,13,11,8,6,19,83,149,80,1700,66,507,11,84.5
TX_maternal_00019031_TX_paternal_00022973,TX_maternal_00019031,TX_paternal_00022973,X,Y,157094001,344154760,157095345,344156067,PASS,NSOrtho,178,144,275,198,324,314,242,150,562,153,281,500,109497,1790,1531,298.3333333333333,255.16666666666666,138,109,198,9,14,0,0,0,2,138,255,379,62557,25,1217,4.166666666666666,202.83333333333334
TX_maternal_00019036_TX_paternal_00022970,TX_maternal_00019036,TX_paternal_00022970,X,Y,157118872,343568547,157126315,343576423,PASS,NSOrtho,265,308,332,584,775,494,551,378,592,521,526,325,17995,3374,2277,562.3333333333334,379.5,124,202,197,1,6,1,6,0,3,279,417,190,10519,17,1409,2.8333333333333335,234.83333333333334
TX_maternal_00019934_TX_paternal_00023384,TX_maternal_00019934,TX_paternal_00023384,X,Y,210195012,390285235,210198141,390288013,NSOrtho,PASS,3,2,14,1,4,1,5,2,6,17,18,16,133,19,70,3.1666666666666665,11.666666666666666,8,0,7,2,8,0,1,0,0,8,14,6,21,11,43,1.8333333333333335,7.166666666666667
TX_maternal_00019126_TX_paternal_00021359,TX_maternal_00019126,TX_paternal_00021359,X,Y,160272284,113585006,160317809,113594900,PASS,NSOrtho,89,65,132,94,73,187,101,131,106,33,118,92,362,692,529,115.33333333333333,88.16666666666667,1,0,5,0,14,16,1,3,7,10,26,15,120,41,57,6.833333333333334,9.5
TX_maternal_00019183_TX_paternal_00023200,TX_maternal_00019183,TX_paternal_00023200,X,Y,163079676,372906743,163083334,372909980,PASS,NSOrtho,84,108,127,192,281,146,171,186,259,152,206,178,12445,1235,855,205.83333333333334,142.5,142,206,157,24,0,21,62,1,0,341,321,173,5040,108,1340,18,223.33333333333334
TX_maternal_00019193_TX_paternal_00020534,TX_maternal_00019193,TX_paternal_00020534,X,Y,163689172,54215454,163695287,54219866,PASS,NSOrtho,34,37,52,95,130,69,139,82,95,46,91,47,567,610,307,101.66666666666667,51.166666666666664,80,109,86,4,18,18,2,21,9,114,151,97,1593,72,637,12,106.16666666666667
TX_maternal_00017215_TX_paternal_00023662,TX_maternal_00017215,TX_paternal_00023662,X,Y,64174818,440035789,64181693,440041729,NSOrtho,NSOrtho,159,193,172,319,363,249,257,256,347,254,279,172,2317,1791,1229,298.5,204.83333333333334,371,375,564,1,1,1,0,0,1,566,748,409,15210,4,3033,0.6666666666666666,505.5
TX_maternal_00017898_TX_paternal_00023644,TX_maternal_00017898,TX_paternal_00023644,X,Y,109548956,438798058,109556368,438803001,NSOrtho,NSOrtho,445,314,401,961,1427,582,674,532,1339,599,732,97,94579,5515,2588,919.1666666666666,431.3333333333333,58,40,63,18,4,11,14,14,11,102,117,44,765,72,424,12,70.66666666666667
TX_maternal_00019196_TX_paternal_00021827,TX_maternal_00019196,TX_paternal_00021827,X,Y,164450537,176571402,164454376,176574246,NSOrtho,NSOrtho,68,73,88,67,127,61,80,102,94,101,92,57,750,531,479,88.5,79.83333333333333,34,59,58,0,0,0,0,0,0,114,65,52,817,0,382,0,63.666666666666664
TX_maternal_00018989_TX_paternal_00020635,TX_maternal_00018989,TX_paternal_00020635,X,Y,155532229,62361879,155538750,62366887,NSOrtho,NSOrtho,646,799,946,1165,1169,1297,1174,1055,1895,296,738,591,34636,7755,4016,1292.5,669.3333333333334,79,74,65,0,4,4,7,5,13,31,76,34,2599,33,359,5.5,59.833333333333336
TX_maternal_00019219_TX_paternal_00022317,TX_maternal_00019219,TX_paternal_00022317,X,Y,165913198,245879734,165914671,245881174,PASS,NSOrtho,45,38,180,92,123,125,56,42,245,110,146,159,11730,683,678,113.83333333333334,113,54,73,155,1,2,0,0,0,3,120,168,123,6195,6,693,1,115.5
TX_maternal_00019256_TX_paternal_00022699,TX_maternal_00019256,TX_paternal_00022699,X,Y,168020397,305881298,168021194,305882096,PASS,NSOrtho,46,45,72,42,76,86,41,39,178,22,95,139,8695,462,419,77,69.83333333333333,44,32,49,2,2,3,1,1,5,38,88,155,11144,14,406,2.3333333333333335,67.66666666666667
TX_maternal_00019259_TX_paternal_00022535,TX_maternal_00019259,TX_paternal_00022535,X,Y,169009653,284452154,169013139,284455205,PASS,NSOrtho,10,19,8,26,31,40,21,18,39,19,24,24,255,175,104,29.166666666666668,17.333333333333332,10,14,13,1,3,3,6,4,6,36,19,31,451,23,123,3.8333333333333335,20.5
TX_maternal_00019261_TX_paternal_00022536,TX_maternal_00019261,TX_paternal_00022536,X,Y,169161985,284884021,169167614,284889160,PASS,NSOrtho,132,185,263,279,356,369,329,205,339,272,404,182,8007,1877,1438,312.8333333333333,239.66666666666666,54,69,68,1,1,0,2,0,1,73,116,53,107,5,433,0.8333333333333333,72.16666666666667
TX_maternal_00019265_TX_paternal_00023203,TX_maternal_00019265,TX_paternal_00023203,X,Y,169688309,373964574,169695031,373977510,PASS,NSOrtho,52,24,66,56,41,78,30,13,123,36,58,108,4560,341,344,56.83333333333333,57.333333333333336,76,49,124,9,24,7,11,0,55,81,179,119,4290,106,628,17.666666666666664,104.66666666666667
TX_maternal_00019313_TX_paternal_00023584,TX_maternal_00019313,TX_paternal_00023584,X,Y,171509801,432053190,171512954,432055955,PASS,NSOrtho,17,21,42,37,60,66,49,32,49,20,59,42,767,293,201,48.833333333333336,33.5,29,21,52,5,0,15,4,1,13,27,52,47,722,38,228,6.333333333333334,38
TX_maternal_00019349_TX_paternal_00021426,TX_maternal_00019349,TX_paternal_00021426,X,Y,172794661,120861912,172799973,120867244,PASS,NSOrtho,61,79,95,132,133,96,102,79,142,65,162,92,2448,684,554,114,92.33333333333333,74,97,144,3,12,15,12,17,12,114,177,130,5814,71,736,11.833333333333334,122.66666666666667
TX_maternal_00019427_TX_paternal_00020742,TX_maternal_00019427,TX_paternal_00020742,X,Y,177204151,76896396,177207725,76900023,PASS,NSOrtho,20,31,37,109,81,101,71,112,86,43,38,10,165,560,179,93.33333333333333,29.833333333333332,32,78,54,12,12,16,5,4,9,55,122,75,2354,58,416,9.666666666666666,69.33333333333333
