pgID,pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,id_tx_mat_fix,id_tx_pat_fix,length.mat,Rh_02.mat,length.pat,Rh_02.pat
8299,NChap2_final_00023671-RA_NChap2_final_00023671-RA,NChap2_final_00023671-RA,NChap2_final_00023671-RA,X,Y,208178209,92330322,208178775,92330888,X_TX_00023671,TX_00023671,566,0,566,0
8303,NChap2_final_00023672-RA_NChap2_final_00023672-RA,NChap2_final_00023672-RA,NChap2_final_00023672-RA,X,Y,208244937,92228764,208246231,92230059,X_TX_00023672,TX_00023672,1294,0,1295,5
8306,NChap2_final_00023674-RA_NChap2_final_00023674-RA,NChap2_final_00023674-RA,NChap2_final_00023674-RA,X,Y,208494290,91930876,208495294,91931880,X_TX_00023674,TX_00023674,1004,1191,1004,1002
8307,NChap2_final_00023676-RA_NChap2_final_00023676-RA,NChap2_final_00023676-RA,NChap2_final_00023676-RA,X,Y,208563373,91859793,208564214,91860634,X_TX_00023676,TX_00023676,841,2346,841,500
8310,NChap2_final_00023677-RA_NChap2_final_00023677-RA,NChap2_final_00023677-RA,NChap2_final_00023677-RA,X,Y,208580040,91851413,208580847,91852219,X_TX_00023677,TX_00023677,807,0,806,0
8312,NChap2_final_00023678-RA_NChap2_final_00023678-RA,NChap2_final_00023678-RA,NChap2_final_00023678-RA,X,Y,208608792,91824029,208609760,91824999,X_TX_00023678,TX_00023678,968,1747,970,2807
8314,NChap2_final_00023679-RA_NChap2_final_00023679-RA,NChap2_final_00023679-RA,NChap2_final_00023679-RA,X,Y,208611400,91821462,208612324,91822388,X_TX_00023679,TX_00023679,924,1,926,10
8315,NChap2_final_00023680-RA_NChap2_final_00023680-RA,NChap2_final_00023680-RA,NChap2_final_00023680-RA,X,Y,208612699,91818507,208615404,91821215,X_TX_00023680,TX_00023680,2705,0,2708,19
8319,NChap2_final_00023682-RA_NChap2_final_00023682-RA,NChap2_final_00023682-RA,NChap2_final_00023682-RA,X,Y,208700991,91762099,208704902,91766017,X_TX_00023682,TX_00023682,3911,93,3918,555
8320,NChap2_final_00023683-RA_NChap2_final_00023683-RA,NChap2_final_00023683-RA,NChap2_final_00023683-RA,X,Y,208706765,91757332,208709681,91760248,X_TX_00023683,TX_00023683,2916,43,2916,630
8321,NChap2_final_00023684-RA_NChap2_final_00023684-RA,NChap2_final_00023684-RA,NChap2_final_00023684-RA,X,Y,208710611,91750810,208716214,91756401,X_TX_00023684,TX_00023684,5603,81,5591,176
8322,NChap2_final_00023685-RA_NChap2_final_00023685-RA,NChap2_final_00023685-RA,NChap2_final_00023685-RA,X,Y,208717526,91748690,208718253,91749417,X_TX_00023685,TX_00023685,727,5,727,301
8323,NChap2_final_00023686-RA_NChap2_final_00023686-RA,NChap2_final_00023686-RA,NChap2_final_00023686-RA,X,Y,208726451,91739593,208727637,91740489,X_TX_00023686,TX_00023686,1186,0,896,6
8324,NChap2_final_00023687-RA_NChap2_final_00023687-RA,NChap2_final_00023687-RA,NChap2_final_00023687-RA,X,Y,208727962,91736890,208730337,91739268,X_TX_00023687,TX_00023687,2375,297,2378,35922
8330,NChap2_final_00023690-RA_NChap2_final_00023690-RA,NChap2_final_00023690-RA,NChap2_final_00023690-RA,X,Y,208883941,91574540,208886277,91576876,X_TX_00023690,TX_00023690,2336,333,2336,143
8333,NChap2_final_00023691-RA_NChap2_final_00023691-RA,NChap2_final_00023691-RA,NChap2_final_00023691-RA,X,Y,209083859,91369435,209086363,91371942,X_TX_00023691,TX_00023691,2504,81,2507,46
8334,NChap2_final_00023692-RA_NChap2_final_00023692-RA,NChap2_final_00023692-RA,NChap2_final_00023692-RA,X,Y,209151711,91293828,209154312,91296463,X_TX_00023692,TX_00023692,2601,0,2635,0
8335,NChap2_final_00023693-RA_NChap2_final_00023693-RA,NChap2_final_00023693-RA,NChap2_final_00023693-RA,X,Y,209200271,91249156,209203288,91252175,X_TX_00023693,TX_00023693,3017,37,3019,120
8341,NChap2_final_00023694-RA_NChap2_final_00023694-RA,NChap2_final_00023694-RA,NChap2_final_00023694-RA,X,Y,209293281,91082899,209297770,91087386,X_TX_00023694,TX_00023694,4489,92,4487,235
8344,NChap2_final_00023695-RA_NChap2_final_00023695-RA,NChap2_final_00023695-RA,NChap2_final_00023695-RA,X,Y,209418053,90951610,209420881,90954441,X_TX_00023695,TX_00023695,2828,523,2831,422
8347,NChap2_final_00023696-RA_NChap2_final_00023696-RA,NChap2_final_00023696-RA,NChap2_final_00023696-RA,X,Y,209454605,90922660,209466430,90950184,X_TX_00023696,TX_00023696,11825,18,27524,105
8349,NChap2_final_00023697-RA_NChap2_final_00023697-RA,NChap2_final_00023697-RA,NChap2_final_00023697-RA,X,Y,209466729,90915432,209473732,90922361,X_TX_00023697,TX_00023697,7003,1221,6929,1384
8351,NChap2_final_00023698-RA_NChap2_final_00023698-RA,NChap2_final_00023698-RA,NChap2_final_00023698-RA,X,Y,209567576,90814914,209574217,90821588,X_TX_00023698,TX_00023698,6641,482,6674,1668
8354,NChap2_final_00023699-RA_NChap2_final_00023699-RA,NChap2_final_00023699-RA,NChap2_final_00023699-RA,X,Y,209804413,90507184,209816405,90519175,X_TX_00023699,TX_00023699,11992,0,11991,0
8359,NChap2_final_00023700-RA_NChap2_final_00023700-RA,NChap2_final_00023700-RA,NChap2_final_00023700-RA,X,Y,209918265,90405840,209919865,90407441,X_TX_00023700,TX_00023700,1600,648,1601,2889
8369,NChap2_final_00023702-RA_NChap2_final_00023702-RA,NChap2_final_00023702-RA,NChap2_final_00023702-RA,X,Y,210195012,90138473,210198185,90141643,X_TX_00023702,TX_00023702,3173,2,3170,41
8370,NChap2_final_00023703-RA_NChap2_final_00023703-RA,NChap2_final_00023703-RA,NChap2_final_00023703-RA,X,Y,210225926,90095641,210231811,90101148,X_TX_00023703,TX_00023703,5885,1599,5507,4046
8373,NChap2_final_00023704-RA_NChap2_final_00023704-RA,NChap2_final_00023704-RA,NChap2_final_00023704-RA,X,Y,210274372,90045644,210275373,90046645,X_TX_00023704,TX_00023704,1001,0,1001,0
8374,NChap2_final_00023705-RA_NChap2_final_00023705-RA,NChap2_final_00023705-RA,NChap2_final_00023705-RA,X,Y,210321986,89996316,210324403,89998733,X_TX_00023705,TX_00023705,2417,28,2417,245
8383,NChap2_final_00023707-RA_NChap2_final_00023707-RA,NChap2_final_00023707-RA,NChap2_final_00023707-RA,X,Y,210497912,89863030,210498278,89863396,X_TX_00023707,TX_00023707,366,0,366,0
8384,NChap2_final_00023708-RA_NChap2_final_00023708-RA,NChap2_final_00023708-RA,NChap2_final_00023708-RA,X,Y,210547493,89835056,210548895,89836460,X_TX_00023708,TX_00023708,1402,0,1404,0
8385,NChap2_final_00023709-RA_NChap2_final_00023709-RA,NChap2_final_00023709-RA,NChap2_final_00023709-RA,X,Y,210570730,89810599,210573367,89812614,X_TX_00023709,TX_00023709,2637,0,2015,0
8387,NChap2_final_00023710-RA_NChap2_final_00023710-RA,NChap2_final_00023710-RA,NChap2_final_00023710-RA,X,Y,210586749,89794737,210589241,89797229,X_TX_00023710,TX_00023710,2492,0,2492,0
8390,NChap2_final_00023711-RA_NChap2_final_00023711-RA,NChap2_final_00023711-RA,NChap2_final_00023711-RA,X,Y,210601869,89779389,210604652,89782162,X_TX_00023711,TX_00023711,2783,0,2773,0
8393,NChap2_final_00023712-RA_NChap2_final_00023712-RA,NChap2_final_00023712-RA,NChap2_final_00023712-RA,X,Y,210619929,89741966,210622737,89744775,X_TX_00023712,TX_00023712,2808,0,2809,0
8396,NChap2_final_00023713-RA_NChap2_final_00023713-RA,NChap2_final_00023713-RA,NChap2_final_00023713-RA,X,Y,210687038,89682449,210688668,89684079,X_TX_00023713,TX_00023713,1630,0,1630,0
8400,NChap2_final_00023714-RA_NChap2_final_00023714-RA,NChap2_final_00023714-RA,NChap2_final_00023714-RA,X,Y,210690501,89680503,210690723,89680615,X_TX_00023714,TX_00023714,222,0,112,0
8401,NChap2_final_00023715-RA_NChap2_final_00023715-RA,NChap2_final_00023715-RA,NChap2_final_00023715-RA,X,Y,210690848,89668994,210691095,89669241,X_TX_00023715,TX_00023715,247,0,247,0
8403,NChap2_final_00023716-RA_NChap2_final_00023716-RA,NChap2_final_00023716-RA,NChap2_final_00023716-RA,X,Y,210699830,89666238,210701438,89667846,X_TX_00023716,TX_00023716,1608,0,1608,0
8405,NChap2_final_00023717-RA_NChap2_final_00023717-RA,NChap2_final_00023717-RA,NChap2_final_00023717-RA,X,Y,210701543,89665881,210701795,89666133,X_TX_00023717,TX_00023717,252,0,252,0
8407,NChap2_final_00023718-RA_NChap2_final_00023718-RA,NChap2_final_00023718-RA,NChap2_final_00023718-RA,X,Y,210701894,89665500,210702176,89665782,X_TX_00023718,TX_00023718,282,0,282,0
8410,NChap2_final_00023720-RA_NChap2_final_00023720-RA,NChap2_final_00023720-RA,NChap2_final_00023720-RA,X,Y,210735463,89626899,210741957,89633412,X_TX_00023720,TX_00023720,6494,2,6513,4
8411,NChap2_final_00023721-RA_NChap2_final_00023721-RA,NChap2_final_00023721-RA,NChap2_final_00023721-RA,X,Y,210807812,89554486,210809735,89556416,X_TX_00023721,TX_00023721,1923,0,1930,0
8414,NChap2_final_00023722-RA_NChap2_final_00023722-RA,NChap2_final_00023722-RA,NChap2_final_00023722-RA,X,Y,210831682,89514889,210850350,89524887,X_TX_00023722,TX_00023722,18668,91,9998,177
8419,NChap2_final_00023723-RA_NChap2_final_00023723-RA,NChap2_final_00023723-RA,NChap2_final_00023723-RA,X,Y,210914332,89426408,210915698,89427774,X_TX_00023723,TX_00023723,1366,43,1366,57
8420,NChap2_final_00023724-RA_NChap2_final_00023724-RA,NChap2_final_00023724-RA,NChap2_final_00023724-RA,X,Y,210956547,89371721,210958658,89373832,X_TX_00023724,TX_00023724,2111,6,2111,91
8421,NChap2_final_00023725-RA_NChap2_final_00023725-RA,NChap2_final_00023725-RA,NChap2_final_00023725-RA,X,Y,210959841,89370324,210960352,89370853,X_TX_00023725,TX_00023725,511,0,529,0
8423,NChap2_final_00023726-RA_NChap2_final_00023726-RA,NChap2_final_00023726-RA,NChap2_final_00023726-RA,X,Y,211029286,89319955,211031859,89322534,X_TX_00023726,TX_00023726,2573,426,2579,704
8424,NChap2_final_00023727-RA_NChap2_final_00023727-RA,NChap2_final_00023727-RA,NChap2_final_00023727-RA,X,Y,211033803,89315345,211036470,89318011,X_TX_00023727,TX_00023727,2667,157,2666,365
8431,NChap2_final_00023728-RA_NChap2_final_00023728-RA,NChap2_final_00023728-RA,NChap2_final_00023728-RA,X,Y,211151134,89193063,211153947,89195871,X_TX_00023728,TX_00023728,2813,114,2808,60
8434,NChap2_final_00023729-RA_NChap2_final_00023729-RA,NChap2_final_00023729-RA,NChap2_final_00023729-RA,X,Y,211177987,89176509,211178612,89177134,X_TX_00023729,TX_00023729,625,0,625,0
8436,NChap2_final_00023730-RA_NChap2_final_00023730-RA,NChap2_final_00023730-RA,NChap2_final_00023730-RA,X,Y,211233810,89104155,211236768,89107169,X_TX_00023730,TX_00023730,2958,485,3014,834
8445,NChap2_final_00023733-RA_NChap2_final_00023733-RA,NChap2_final_00023733-RA,NChap2_final_00023733-RA,X,Y,211458967,88961541,211460407,88962939,X_TX_00023733,TX_00023733,1440,0,1398,141
8446,NChap2_final_00023734-RA_NChap2_final_00023734-RA,NChap2_final_00023734-RA,NChap2_final_00023734-RA,X,Y,211460959,88958425,211463093,88960550,X_TX_00023734,TX_00023734,2134,47,2125,573
8448,NChap2_final_00023736-RA_NChap2_final_00023736-RA,NChap2_final_00023736-RA,NChap2_final_00023736-RA,X,Y,211487845,88924868,211491730,88928763,X_TX_00023736,TX_00023736,3885,175,3895,192
8450,NChap2_final_00023737-RA_NChap2_final_00023737-RA,NChap2_final_00023737-RA,NChap2_final_00023737-RA,X,Y,211564780,88842121,211568756,88846096,X_TX_00023737,TX_00023737,3976,95,3975,338
8451,NChap2_final_00023738-RA_NChap2_final_00023738-RA,NChap2_final_00023738-RA,NChap2_final_00023738-RA,X,Y,211568791,88839995,211570882,88842086,X_TX_00023738,TX_00023738,2091,0,2091,0
8453,NChap2_final_00023739-RA_NChap2_final_00023739-RA,NChap2_final_00023739-RA,NChap2_final_00023739-RA,X,Y,211588779,88815328,211592803,88819356,X_TX_00023739,TX_00023739,4024,248,4028,1158
8454,NChap2_final_00023740-RA_NChap2_final_00023740-RA,NChap2_final_00023740-RA,NChap2_final_00023740-RA,X,Y,211707715,88711897,211710403,88714585,X_TX_00023740,TX_00023740,2688,0,2688,0
8459,NChap2_final_00023743-RA_NChap2_final_00023743-RA,NChap2_final_00023743-RA,NChap2_final_00023743-RA,X,Y,211799845,88585769,211804710,88590626,X_TX_00023743,TX_00023743,4865,0,4857,0
8463,NChap2_final_00023744-RA_NChap2_final_00023744-RA,NChap2_final_00023744-RA,NChap2_final_00023744-RA,X,Y,211836189,88550818,211848784,88563467,X_TX_00023744,TX_00023744,12595,73,12649,192
8469,NChap2_final_00023745-RA_NChap2_final_00023745-RA,NChap2_final_00023745-RA,NChap2_final_00023745-RA,X,Y,211973779,88444099,211976011,88446396,X_TX_00023745,TX_00023745,2232,21,2297,111
8482,NChap2_final_00023747-RA_NChap2_final_00023747-RA,NChap2_final_00023747-RA,NChap2_final_00023747-RA,X,Y,212142780,88319045,212144898,88321162,X_TX_00023747,TX_00023747,2118,0,2117,1
8485,NChap2_final_00023779-RA_NChap2_final_00023779-RA,NChap2_final_00023779-RA,NChap2_final_00023779-RA,X,Y,213737276,86692363,213739265,86694350,X_TX_00023779,TX_00023779,1989,4,1987,85
8490,NChap2_final_00023749-RA_NChap2_final_00023749-RA,NChap2_final_00023749-RA,NChap2_final_00023749-RA,X,Y,212307174,88112606,212309108,88115341,X_TX_00023749,TX_00023749,1934,0,2735,4
8504,NChap2_final_00023755-RA_NChap2_final_00023755-RA,NChap2_final_00023755-RA,NChap2_final_00023755-RA,X,Y,212553432,87921715,212555914,87924196,X_TX_00023755,TX_00023755,2482,307,2481,627
8510,NChap2_final_00023756-RA_NChap2_final_00023756-RA,NChap2_final_00023756-RA,NChap2_final_00023756-RA,X,Y,212751438,87734670,212754822,87737809,X_TX_00023756,TX_00023756,3384,29,3139,51
8511,NChap2_final_00023757-RA_NChap2_final_00023757-RA,NChap2_final_00023757-RA,NChap2_final_00023757-RA,X,Y,212759587,87730939,212761850,87733202,X_TX_00023757,TX_00023757,2263,77,2263,724
8512,NChap2_final_00023758-RA_NChap2_final_00023758-RA,NChap2_final_00023758-RA,NChap2_final_00023758-RA,X,Y,212763979,87722274,212769583,87727876,X_TX_00023758,TX_00023758,5604,639,5602,522
8518,NChap2_final_00023763-RA_NChap2_final_00023763-RA,NChap2_final_00023763-RA,NChap2_final_00023763-RA,X,Y,212872228,87576208,212876434,87580410,X_TX_00023763,TX_00023763,4206,47,4202,515
8522,NChap2_final_00023764-RA_NChap2_final_00023764-RA,NChap2_final_00023764-RA,NChap2_final_00023764-RA,X,Y,213014578,87411518,213015853,87412793,X_TX_00023764,TX_00023764,1275,1959,1275,3543
8523,NChap2_final_00023765-RA_NChap2_final_00023765-RA,NChap2_final_00023765-RA,NChap2_final_00023765-RA,X,Y,213027831,87389437,213031237,87392843,X_TX_00023765,TX_00023765,3406,4,3406,12
8524,NChap2_final_00023766-RA_NChap2_final_00023766-RA,NChap2_final_00023766-RA,NChap2_final_00023766-RA,X,Y,213035785,87383704,213036972,87384891,X_TX_00023766,TX_00023766,1187,0,1187,0
8527,NChap2_final_00023767-RA_NChap2_final_00023767-RA,NChap2_final_00023767-RA,NChap2_final_00023767-RA,X,Y,213079830,87347636,213090218,87350394,X_TX_00023767,TX_00023767,10388,0,2758,0
8528,NChap2_final_00023768-RA_NChap2_final_00023768-RA,NChap2_final_00023768-RA,NChap2_final_00023768-RA,X,Y,213095415,87329561,213100829,87334714,X_TX_00023768,TX_00023768,5414,0,5153,6
8532,NChap2_final_00023770-RA_NChap2_final_00023770-RA,NChap2_final_00023770-RA,NChap2_final_00023770-RA,X,Y,213136036,87278172,213141400,87283534,X_TX_00023770,TX_00023770,5364,553,5362,390
8535,NChap2_final_00023771-RA_NChap2_final_00023771-RA,NChap2_final_00023771-RA,NChap2_final_00023771-RA,X,Y,213180734,87212891,213182889,87215018,X_TX_00023771,TX_00023771,2155,0,2127,0
8541,NChap2_final_00023772-RA_NChap2_final_00023772-RA,NChap2_final_00023772-RA,NChap2_final_00023772-RA,X,Y,213243220,87176068,213249822,87182812,X_TX_00023772,TX_00023772,6602,491,6744,686
8543,NChap2_final_00023773-RA_NChap2_final_00023773-RA,NChap2_final_00023773-RA,NChap2_final_00023773-RA,X,Y,213363014,87124246,213372320,87133480,X_TX_00023773,TX_00023773,9306,552,9234,824
8546,NChap2_final_00023775-RA_NChap2_final_00023774-RA,NChap2_final_00023775-RA,NChap2_final_00023774-RA,X,Y,213397490,87119656,213406515,87124417,X_TX_00023775,TX_00023774,9025,0,4761,222
8556,NChap2_final_00023777-RA_NChap2_final_00023777-RA,NChap2_final_00023777-RA,NChap2_final_00023777-RA,X,Y,213643712,86774254,213647851,86778391,X_TX_00023777,TX_00023777,4139,288,4137,690
8569,NChap2_final_00023781-RA_NChap2_final_00023781-RA,NChap2_final_00023781-RA,NChap2_final_00023781-RA,X,Y,213774459,86627195,213780634,86633393,X_TX_00023781,TX_00023781,6175,0,6198,0
8576,NChap2_final_00023785-RA_NChap2_final_00023785-RA,NChap2_final_00023785-RA,NChap2_final_00023785-RA,X,Y,213879585,86551809,213880167,86552391,X_TX_00023785,TX_00023785,582,1,582,12
8584,NChap2_final_00023787-RA_NChap2_final_00023787-RA,NChap2_final_00023787-RA,NChap2_final_00023787-RA,X,Y,213940689,86485002,213942906,86487298,X_TX_00023787,TX_00023787,2217,0,2296,0
8588,NChap2_final_00023788-RA_NChap2_final_00023788-RA,NChap2_final_00023788-RA,NChap2_final_00023788-RA,X,Y,213946667,86471655,213948581,86473569,X_TX_00023788,TX_00023788,1914,36,1914,39
8590,NChap2_final_00023790-RA_NChap2_final_00023790-RA,NChap2_final_00023790-RA,NChap2_final_00023790-RA,X,Y,213973692,86455533,213974861,86456702,X_TX_00023790,TX_00023790,1169,2,1169,6
8591,NChap2_final_00023791-RA_NChap2_final_00023791-RA,NChap2_final_00023791-RA,NChap2_final_00023791-RA,X,Y,213975017,86452302,213978092,86455377,X_TX_00023791,TX_00023791,3075,233,3075,552
8595,NChap2_final_00023794-RA_NChap2_final_00023794-RA,NChap2_final_00023794-RA,NChap2_final_00023794-RA,X,Y,214008080,86414206,214009696,86415822,X_TX_00023794,TX_00023794,1616,62,1616,334
8597,NChap2_final_00023795-RA_NChap2_final_00023795-RA,NChap2_final_00023795-RA,NChap2_final_00023795-RA,X,Y,214015848,86407417,214016597,86408166,X_TX_00023795,TX_00023795,749,73,749,173
8598,NChap2_final_00023796-RA_NChap2_final_00023796-RA,NChap2_final_00023796-RA,NChap2_final_00023796-RA,X,Y,214019813,86401357,214022678,86404220,X_TX_00023796,TX_00023796,2865,0,2863,1
8600,NChap2_final_00023797-RA_NChap2_final_00023797-RA,NChap2_final_00023797-RA,NChap2_final_00023797-RA,X,Y,214082476,86264673,214084351,86266591,X_TX_00023797,TX_00023797,1875,0,1918,0
8604,NChap2_final_00023798-RA_NChap2_final_00023798-RA,NChap2_final_00023798-RA,NChap2_final_00023798-RA,X,Y,214086593,86260227,214088796,86262430,X_TX_00023798,TX_00023798,2203,13,2203,12
8606,NChap2_final_00023799-RA_NChap2_final_00023799-RA,NChap2_final_00023799-RA,NChap2_final_00023799-RA,X,Y,214094168,86252329,214096914,86255085,X_TX_00023799,TX_00023799,2746,13,2756,111
8617,NChap2_final_00023801-RA_NChap2_final_00023801-RA,NChap2_final_00023801-RA,NChap2_final_00023801-RA,X,Y,214538521,85797656,214538942,85798077,X_TX_00023801,TX_00023801,421,0,421,0
8625,NChap2_final_00023803-RA_NChap2_final_00023803-RA,NChap2_final_00023803-RA,NChap2_final_00023803-RA,X,Y,214678403,85632747,214680852,85635196,X_TX_00023803,TX_00023803,2449,16,2449,883
8626,NChap2_final_00023804-RA_NChap2_final_00023804-RA,NChap2_final_00023804-RA,NChap2_final_00023804-RA,X,Y,214692423,85625214,214695981,85628715,X_TX_00023804,TX_00023804,3558,1,3501,16
8627,NChap2_final_00023806-RA_NChap2_final_00023806-RA,NChap2_final_00023806-RA,NChap2_final_00023806-RA,X,Y,214744292,85568297,214757688,85581775,X_TX_00023806,TX_00023806,13396,575,13478,1230
8629,NChap2_final_00023807-RA_NChap2_final_00023807-RA,NChap2_final_00023807-RA,NChap2_final_00023807-RA,X,Y,214758297,85564641,214761338,85567679,X_TX_00023807,TX_00023807,3041,1944,3038,1653
8650,NChap2_final_00023810-RA_NChap2_final_00023810-RA,NChap2_final_00023810-RA,NChap2_final_00023810-RA,X,Y,215480764,84755087,215483103,84757506,X_TX_00023810,TX_00023810,2339,3,2419,4
8654,NChap2_final_00023812-RA_NChap2_final_00023812-RA,NChap2_final_00023812-RA,NChap2_final_00023812-RA,X,Y,215621185,84627942,215625390,84632143,X_TX_00023812,TX_00023812,4205,6,4201,154
8655,NChap2_final_00023813-RA_NChap2_final_00023813-RA,NChap2_final_00023813-RA,NChap2_final_00023813-RA,X,Y,215625798,84625208,215628086,84627535,X_TX_00023813,TX_00023813,2288,470,2327,2725
8657,NChap2_final_00023814-RA_NChap2_final_00023814-RA,NChap2_final_00023814-RA,NChap2_final_00023814-RA,X,Y,215649262,84604218,215650855,84605811,X_TX_00023814,TX_00023814,1593,0,1593,0
8661,NChap2_final_00023815-RA_NChap2_final_00023815-RA,NChap2_final_00023815-RA,NChap2_final_00023815-RA,X,Y,215798922,84437999,215801081,84440171,X_TX_00023815,TX_00023815,2159,2,2172,87
8663,NChap2_final_00023816-RA_NChap2_final_00023816-RA,NChap2_final_00023816-RA,NChap2_final_00023816-RA,X,Y,215807968,84367381,215822967,84382389,X_TX_00023816,TX_00023816,14999,83,15008,2763
8664,NChap2_final_00023817-RA_NChap2_final_00023817-RA,NChap2_final_00023817-RA,NChap2_final_00023817-RA,X,Y,215823283,84364226,215826122,84367060,X_TX_00023817,TX_00023817,2839,267,2834,386
8665,NChap2_final_00023818-RA_NChap2_final_00023818-RA,NChap2_final_00023818-RA,NChap2_final_00023818-RA,X,Y,215828286,84360177,215830138,84362029,X_TX_00023818,TX_00023818,1852,46,1852,175
8666,NChap2_final_00023819-RA_NChap2_final_00023819-RA,NChap2_final_00023819-RA,NChap2_final_00023819-RA,X,Y,215936566,84228323,215937815,84229574,X_TX_00023819,TX_00023819,1249,1,1251,40
8670,NChap2_final_00023820-RA_NChap2_final_00023820-RA,NChap2_final_00023820-RA,NChap2_final_00023820-RA,X,Y,215948697,84216543,215950384,84218233,X_TX_00023820,TX_00023820,1687,19,1690,632
8675,NChap2_final_00023821-RA_NChap2_final_00023821-RA,NChap2_final_00023821-RA,NChap2_final_00023821-RA,X,Y,216158062,84032303,216159577,84033818,X_TX_00023821,TX_00023821,1515,60,1515,147
8677,NChap2_final_00023823-RA_NChap2_final_00023823-RA,NChap2_final_00023823-RA,NChap2_final_00023823-RA,X,Y,216266277,46412903,216269618,46416240,X_TX_00023823,TX_00023823,3341,150,3337,112
8680,NChap2_final_00023825-RA_NChap2_final_00023825-RA,NChap2_final_00023825-RA,NChap2_final_00023825-RA,X,Y,216293907,46380949,216296248,46383290,X_TX_00023825,TX_00023825,2341,82,2341,761
8683,NChap2_final_00023827-RA_NChap2_final_00023827-RA,NChap2_final_00023827-RA,NChap2_final_00023827-RA,X,Y,216335415,46343219,216338434,46345730,X_TX_00023827,TX_00023827,3019,7,2511,357
8690,NChap2_final_00023829-RA_NChap2_final_00023829-RA,NChap2_final_00023829-RA,NChap2_final_00023829-RA,X,Y,216426288,46318661,216432328,46324489,X_TX_00023829,TX_00023829,6040,91,5828,345
8695,NChap2_final_00024391-RA_NChap2_final_00024391-RA,NChap2_final_00024391-RA,NChap2_final_00024391-RA,X,Y,216484469,46270925,216485836,46272500,X_TX_00024391,TX_00024391,1367,0,1575,0
8697,NChap2_final_00023831-RA_NChap2_final_00023831-RA,NChap2_final_00023831-RA,NChap2_final_00023831-RA,X,Y,216495522,46230743,216501725,46236960,X_TX_00023831,TX_00023831,6203,125,6217,301
8705,NChap2_final_00023834-RA_NChap2_final_00023834-RA,NChap2_final_00023834-RA,NChap2_final_00023834-RA,X,Y,216675566,46049681,216680807,46054918,X_TX_00023834,TX_00023834,5241,12,5237,26
8713,NChap2_final_00023836-RA_NChap2_final_00023836-RA,NChap2_final_00023836-RA,NChap2_final_00023836-RA,X,Y,216746433,45976137,216748290,45977994,X_TX_00023836,TX_00023836,1857,1,1857,1
8718,NChap2_final_00023838-RA_NChap2_final_00023838-RA,NChap2_final_00023838-RA,NChap2_final_00023838-RA,X,Y,216838548,45877205,216845451,45884591,X_TX_00023838,TX_00023838,6903,4,7386,32
8720,NChap2_final_00023839-RA_NChap2_final_00023839-RA,NChap2_final_00023839-RA,NChap2_final_00023839-RA,X,Y,216866598,45849877,216871165,45854482,X_TX_00023839,TX_00023839,4567,756,4605,5743
8721,NChap2_final_00023842-RA_NChap2_final_00023842-RA,NChap2_final_00023842-RA,NChap2_final_00023842-RA,X,Y,216902159,45791238,216905949,45794800,X_TX_00023842,TX_00023842,3790,138,3562,604
8723,NChap2_final_00023843-RA_NChap2_final_00023843-RA,NChap2_final_00023843-RA,NChap2_final_00023843-RA,X,Y,216906831,45781032,216916081,45790305,X_TX_00023843,TX_00023843,9250,307,9273,1822
8724,NChap2_final_00023844-RA_NChap2_final_00023844-RA,NChap2_final_00023844-RA,NChap2_final_00023844-RA,X,Y,216916260,45767189,216925039,45780853,X_TX_00023844,TX_00023844,8779,1089,13664,1091
8727,NChap2_final_00023845-RA_NChap2_final_00023845-RA,NChap2_final_00023845-RA,NChap2_final_00023845-RA,X,Y,216933043,45753608,216934411,45754976,X_TX_00023845,TX_00023845,1368,0,1368,0
8731,NChap2_final_00023846-RA_NChap2_final_00023846-RA,NChap2_final_00023846-RA,NChap2_final_00023846-RA,X,Y,216941256,45745066,216943736,45746768,X_TX_00023846,TX_00023846,2480,0,1702,17
8734,NChap2_final_00023847-RA_NChap2_final_00023847-RA,NChap2_final_00023847-RA,NChap2_final_00023847-RA,X,Y,216979291,45705525,216979597,45705831,X_TX_00023847,TX_00023847,306,0,306,9
8738,NChap2_final_00023848-RA_NChap2_final_00023848-RA,NChap2_final_00023848-RA,NChap2_final_00023848-RA,X,Y,216986668,45695273,216989834,45698443,X_TX_00023848,TX_00023848,3166,10,3170,543
8740,NChap2_final_00023849-RA_NChap2_final_00023849-RA,NChap2_final_00023849-RA,NChap2_final_00023849-RA,X,Y,217064457,45599060,217065992,45600595,X_TX_00023849,TX_00023849,1535,5,1535,2
8741,NChap2_final_00023850-RA_NChap2_final_00023850-RA,NChap2_final_00023850-RA,NChap2_final_00023850-RA,X,Y,217067124,45589176,217075877,45597954,X_TX_00023850,TX_00023850,8753,277,8778,1344
8743,NChap2_final_00023851-RA_NChap2_final_00023851-RA,NChap2_final_00023851-RA,NChap2_final_00023851-RA,X,Y,217097115,45566615,217098350,45567850,X_TX_00023851,TX_00023851,1235,0,1235,0
8756,NChap2_final_00023855-RA_NChap2_final_00023855-RA,NChap2_final_00023855-RA,NChap2_final_00023855-RA,X,Y,217264509,45422979,217267873,45426355,X_TX_00023855,TX_00023855,3364,10,3376,46
8759,NChap2_final_00023856-RA_NChap2_final_00023856-RA,NChap2_final_00023856-RA,NChap2_final_00023856-RA,X,Y,217284767,45411289,217286976,45413498,X_TX_00023856,TX_00023856,2209,273,2209,387
