pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,flag_tx_mat,flag_tx_pat
TX_maternal_00021437_TX_paternal_00019028,TX_maternal_00021437,TX_paternal_00019028,X,Y,253708413,10054301,253713741,10059615,PASS,PASS
TX_maternal_00021438_TX_paternal_00019026,TX_maternal_00021438,TX_paternal_00019026,X,Y,253724990,10044792,253733637,10046619,PASS,PASS
TX_maternal_00021439_TX_paternal_00019023,TX_maternal_00021439,TX_paternal_00019023,X,Y,253742966,10021506,253750815,10022763,PASS,PASS
TX_maternal_00021440_TX_paternal_00019022,TX_maternal_00021440,TX_paternal_00019022,X,Y,253751604,10017048,253755261,10020715,PASS,PASS
TX_maternal_00021441_TX_paternal_00019021,TX_maternal_00021441,TX_paternal_00019021,X,Y,253755584,10006732,253764207,10018518,PASS,PASS
TX_maternal_00021442_TX_paternal_00019020,TX_maternal_00021442,TX_paternal_00019020,X,Y,253767491,10001196,253769735,10003440,PASS,PASS
TX_maternal_00021443_TX_paternal_00019019,TX_maternal_00021443,TX_paternal_00019019,X,Y,253793290,9968761,253794486,9969957,PASS,PASS
TX_maternal_00021444_TX_paternal_00019017,TX_maternal_00021444,TX_paternal_00019017,X,Y,253800995,9958003,253806255,9963405,PASS,PASS
TX_maternal_00021446_TX_paternal_00019010,TX_maternal_00021446,TX_paternal_00019010,X,Y,253884712,9870106,253885618,9870967,PASS,PASS
TX_maternal_00021448_TX_paternal_00019004,TX_maternal_00021448,TX_paternal_00019004,X,Y,253921614,9791144,253952076,9791996,PASS,PASS
TX_maternal_00021449_TX_paternal_00019003,TX_maternal_00021449,TX_paternal_00019003,X,Y,253955084,9787351,253955864,9788131,PASS,PASS
TX_maternal_00021450_TX_paternal_00018998,TX_maternal_00021450,TX_paternal_00018998,X,Y,253989349,9749903,253992516,9751095,PASS,PASS
TX_maternal_00021451_TX_paternal_00018997,TX_maternal_00021451,TX_paternal_00018997,X,Y,253993790,9747249,253995430,9748244,PASS,PASS
TX_maternal_00021452_TX_paternal_00018995,TX_maternal_00021452,TX_paternal_00018995,X,Y,254012340,9720541,254013955,9723532,PASS,PASS
TX_maternal_00021454_TX_paternal_00018993,TX_maternal_00021454,TX_paternal_00018993,X,Y,254071761,9638791,254072591,9639627,PASS,PASS
TX_maternal_00021455_TX_paternal_00018991,TX_maternal_00021455,TX_paternal_00018991,X,Y,254074598,9635527,254075853,9636784,PASS,PASS
TX_maternal_00021456_TX_paternal_00018990,TX_maternal_00021456,TX_paternal_00018990,X,Y,254122671,9602400,254124036,9603765,PASS,PASS
TX_maternal_00021457_TX_paternal_00018989,TX_maternal_00021457,TX_paternal_00018989,X,Y,254124501,9599571,254126685,9601807,PASS,PASS
TX_maternal_00021458_TX_paternal_00018988,TX_maternal_00021458,TX_paternal_00018988,X,Y,254126859,9594721,254131535,9599397,PASS,PASS
TX_maternal_00021459_TX_paternal_00018987,TX_maternal_00021459,TX_paternal_00018987,X,Y,254136063,9584935,254141804,9590650,PASS,PASS
TX_maternal_00021460_TX_paternal_00018986,TX_maternal_00021460,TX_paternal_00018986,X,Y,254138680,9582250,254144492,9588057,PASS,PASS
TX_maternal_00021461_TX_paternal_00018985,TX_maternal_00021461,TX_paternal_00018985,X,Y,254147595,9577715,254149021,9579107,PASS,PASS
TX_maternal_00021462_TX_paternal_00018984,TX_maternal_00021462,TX_paternal_00018984,X,Y,254150131,9574095,254152642,9576514,PASS,PASS
TX_maternal_00021463_TX_paternal_00018982,TX_maternal_00021463,TX_paternal_00018982,X,Y,254169175,9537670,254174761,9543367,PASS,PASS
TX_maternal_00021464_TX_paternal_00018981,TX_maternal_00021464,TX_paternal_00018981,X,Y,254176531,9535740,254176723,9535932,PASS,PASS
TX_maternal_00021465_TX_paternal_00018980,TX_maternal_00021465,TX_paternal_00018980,X,Y,254181943,9519827,254192055,9520007,PASS,PASS
TX_maternal_00021467_TX_paternal_00018978,TX_maternal_00021467,TX_paternal_00018978,X,Y,254205031,9497909,254208434,9501313,PASS,PASS
TX_maternal_00021468_TX_paternal_00018977,TX_maternal_00021468,TX_paternal_00018977,X,Y,254208473,9496640,254209703,9497870,PASS,PASS
TX_maternal_00021469_TX_paternal_00018976,TX_maternal_00021469,TX_paternal_00018976,X,Y,254212122,9484307,254226512,9494224,PASS,PASS
TX_maternal_00021471_TX_paternal_00018973,TX_maternal_00021471,TX_paternal_00018973,X,Y,254238158,9469842,254240281,9473651,PASS,PASS
TX_maternal_00021472_TX_paternal_00018966,TX_maternal_00021472,TX_paternal_00018966,X,Y,254261645,9339564,254266995,9345192,PASS,PASS
TX_maternal_00021475_TX_paternal_00019016,TX_maternal_00021475,TX_paternal_00019016,X,Y,254307730,9915573,254312132,9919054,PASS,PASS
TX_maternal_00021479_TX_paternal_00018971,TX_maternal_00021479,TX_paternal_00018971,X,Y,254389304,9417688,254390740,9424269,PASS,PASS
TX_maternal_00021482_TX_paternal_00018965,TX_maternal_00021482,TX_paternal_00018965,X,Y,254413626,9332857,254415553,9334660,PASS,PASS
TX_maternal_00021484_TX_paternal_00018960,TX_maternal_00021484,TX_paternal_00018960,X,Y,254470749,9276527,254476755,9277157,PASS,PASS
TX_maternal_00021487_TX_paternal_00018956,TX_maternal_00021487,TX_paternal_00018956,X,Y,254494032,9246197,254498648,9250793,PASS,PASS
TX_maternal_00021488_TX_paternal_00018955,TX_maternal_00021488,TX_paternal_00018955,X,Y,254499306,9242683,254502237,9245684,PASS,PASS
TX_maternal_00021489_TX_paternal_00018954,TX_maternal_00021489,TX_paternal_00018954,X,Y,254557282,9189228,254558998,9190940,PASS,PASS
TX_maternal_00021490_TX_paternal_00018953,TX_maternal_00021490,TX_paternal_00018953,X,Y,254561442,9183732,254564500,9186785,PASS,PASS
TX_maternal_00021491_TX_paternal_00018952,TX_maternal_00021491,TX_paternal_00018952,X,Y,254589665,9161459,254591363,9163157,PASS,PASS
TX_maternal_00021492_TX_paternal_00018951,TX_maternal_00021492,TX_paternal_00018951,X,Y,254597994,9152083,254600817,9155525,PASS,PASS
TX_maternal_00021493_TX_paternal_00018950,TX_maternal_00021493,TX_paternal_00018950,X,Y,254627432,9124021,254640633,9131330,PASS,PASS
TX_maternal_00021494_TX_paternal_00018949,TX_maternal_00021494,TX_paternal_00018949,X,Y,254640736,9110610,254646403,9116283,PASS,PASS
TX_maternal_00021495_TX_paternal_00018948,TX_maternal_00021495,TX_paternal_00018948,X,Y,254675739,9084476,254676753,9085490,PASS,PASS
TX_maternal_00021496_TX_paternal_00018947,TX_maternal_00021496,TX_paternal_00018947,X,Y,254676773,9080682,254680557,9084456,PASS,PASS
TX_maternal_00021498_TX_paternal_00018942,TX_maternal_00021498,TX_paternal_00018942,X,Y,254683290,9063161,254698131,9065524,PASS,PASS
TX_maternal_00021499_TX_paternal_00018939,TX_maternal_00021499,TX_paternal_00018939,X,Y,254702378,9026270,254706678,9030517,PASS,PASS
TX_maternal_00021500_TX_paternal_00018938,TX_maternal_00021500,TX_paternal_00018938,X,Y,254707054,9023653,254709717,9026314,PASS,PASS
TX_maternal_00021503_TX_paternal_00018936,TX_maternal_00021503,TX_paternal_00018936,X,Y,254740754,8975317,254745268,8980097,PASS,PASS
TX_maternal_00021504_TX_paternal_00018935,TX_maternal_00021504,TX_paternal_00018935,X,Y,254756100,8968427,254757423,8971326,PASS,PASS
TX_maternal_00021506_TX_paternal_00018933,TX_maternal_00021506,TX_paternal_00018933,X,Y,254798293,8934279,254803783,8939630,PASS,PASS
TX_maternal_00021507_TX_paternal_00018932,TX_maternal_00021507,TX_paternal_00018932,X,Y,254811456,8921278,254816804,8926592,PASS,PASS
TX_maternal_00021508_TX_paternal_00018930,TX_maternal_00021508,TX_paternal_00018930,X,Y,254841065,8905093,254847636,8906806,PASS,PASS
TX_maternal_00021509_TX_paternal_00018926,TX_maternal_00021509,TX_paternal_00018926,X,Y,254892426,8821700,254896060,8825071,PASS,PASS
TX_maternal_00021510_TX_paternal_00018921,TX_maternal_00021510,TX_paternal_00018921,X,Y,254942949,8756739,254945672,8759468,PASS,PASS
TX_maternal_00021511_TX_paternal_00018920,TX_maternal_00021511,TX_paternal_00018920,X,Y,254946201,8755577,254946834,8756210,PASS,PASS
TX_maternal_00021512_TX_paternal_00018919,TX_maternal_00021512,TX_paternal_00018919,X,Y,254947892,8750909,254951487,8754519,PASS,PASS
TX_maternal_00021513_TX_paternal_00018918,TX_maternal_00021513,TX_paternal_00018918,X,Y,254962085,8741749,254965984,8746943,PASS,PASS
TX_maternal_00021516_TX_paternal_00018915,TX_maternal_00021516,TX_paternal_00018915,X,Y,254984008,8713405,254985203,8714598,PASS,PASS
TX_maternal_00021517_TX_paternal_00018914,TX_maternal_00021517,TX_paternal_00018914,X,Y,254989500,8703998,254992967,8713772,PASS,PASS
TX_maternal_00021518_TX_paternal_00018913,TX_maternal_00021518,TX_paternal_00018913,X,Y,254994162,8700152,254996818,8702806,PASS,PASS
TX_maternal_00021519_TX_paternal_00018912,TX_maternal_00021519,TX_paternal_00018912,X,Y,254996882,8696410,255000560,8700088,PASS,PASS
TX_maternal_00021520_TX_paternal_00018908,TX_maternal_00021520,TX_paternal_00018908,X,Y,255348496,8343574,255352205,8347326,PASS,PASS
TX_maternal_00021521_TX_paternal_00018907,TX_maternal_00021521,TX_paternal_00018907,X,Y,255358783,8337141,255360815,8339164,PASS,PASS
TX_maternal_00021524_TX_paternal_00018905,TX_maternal_00021524,TX_paternal_00018905,X,Y,255378714,8310865,255383553,8315708,PASS,PASS
TX_maternal_00021525_TX_paternal_00018904,TX_maternal_00021525,TX_paternal_00018904,X,Y,255384755,8303394,255391048,8309683,PASS,PASS
TX_maternal_00021526_TX_paternal_00018902,TX_maternal_00021526,TX_paternal_00018902,X,Y,255408067,8288791,255419022,8291050,PASS,PASS
TX_maternal_00021528_TX_paternal_00018900,TX_maternal_00021528,TX_paternal_00018900,X,Y,255445175,8263527,255445900,8265946,PASS,PASS
TX_maternal_00021529_TX_paternal_00018897,TX_maternal_00021529,TX_paternal_00018897,X,Y,255457125,8247547,255457417,8247877,PASS,PASS
TX_maternal_00021532_TX_paternal_00018893,TX_maternal_00021532,TX_paternal_00018893,X,Y,255493213,8212281,255495625,8217204,PASS,PASS
TX_maternal_00021534_TX_paternal_00018891,TX_maternal_00021534,TX_paternal_00018891,X,Y,255513295,8195410,255515476,8197028,PASS,PASS
TX_maternal_00021535_TX_paternal_00018890,TX_maternal_00021535,TX_paternal_00018890,X,Y,255551876,8156872,255554059,8159002,PASS,PASS
TX_maternal_00021537_TX_paternal_00018886,TX_maternal_00021537,TX_paternal_00018886,X,Y,255594802,8105017,255598777,8108992,PASS,PASS
TX_maternal_00021538_TX_paternal_00018884,TX_maternal_00021538,TX_paternal_00018884,X,Y,255660830,8043776,255663926,8046864,PASS,PASS
TX_maternal_00021540_TX_paternal_00018879,TX_maternal_00021540,TX_paternal_00018879,X,Y,255707806,7988791,255714632,7995600,PASS,PASS
TX_maternal_00021541_TX_paternal_00018874,TX_maternal_00021541,TX_paternal_00018874,X,Y,255793539,7929079,255794718,7930258,PASS,PASS
TX_maternal_00021542_TX_paternal_00018873,TX_maternal_00021542,TX_paternal_00018873,X,Y,255819226,7883025,255824860,7888929,PASS,PASS
TX_maternal_00021544_TX_paternal_00018870,TX_maternal_00021544,TX_paternal_00018870,X,Y,255940604,7805110,255944793,7810571,PASS,PASS
TX_maternal_00021547_TX_paternal_00018867,TX_maternal_00021547,TX_paternal_00018867,X,Y,256003946,7713633,256011168,7720845,PASS,PASS
TX_maternal_00021549_TX_paternal_00018865,TX_maternal_00021549,TX_paternal_00018865,X,Y,256022706,7687853,256029429,7694482,PASS,PASS
TX_maternal_00021550_TX_paternal_00018864,TX_maternal_00021550,TX_paternal_00018864,X,Y,256031561,7683196,256034086,7685757,PASS,PASS
TX_maternal_00021552_TX_paternal_00018863,TX_maternal_00021552,TX_paternal_00018863,X,Y,256100527,7629805,256102797,7632071,PASS,PASS
TX_maternal_00021553_TX_paternal_00018860,TX_maternal_00021553,TX_paternal_00018860,X,Y,256150621,7584078,256155653,7585123,PASS,PASS
TX_maternal_00021554_TX_paternal_00018859,TX_maternal_00021554,TX_paternal_00018859,X,Y,256158308,7579462,256161787,7582943,PASS,PASS
TX_maternal_00021555_TX_paternal_00018858,TX_maternal_00021555,TX_paternal_00018858,X,Y,256174291,7561360,256179432,7565045,PASS,PASS
TX_maternal_00021556_TX_paternal_00018857,TX_maternal_00021556,TX_paternal_00018857,X,Y,256181518,7539989,256183135,7541460,PASS,PASS
TX_maternal_00021557_TX_paternal_00018856,TX_maternal_00021557,TX_paternal_00018856,X,Y,256184445,7534219,256189257,7538897,PASS,PASS
TX_maternal_00021558_TX_paternal_00018855,TX_maternal_00021558,TX_paternal_00018855,X,Y,256189497,7530897,256192411,7533838,PASS,PASS
TX_maternal_00021559_TX_paternal_00018854,TX_maternal_00021559,TX_paternal_00018854,X,Y,256198669,7509308,256213220,7524146,PASS,PASS
TX_maternal_00021560_TX_paternal_00018853,TX_maternal_00021560,TX_paternal_00018853,X,Y,256214020,7506892,256215635,7508508,PASS,PASS
TX_maternal_00021562_TX_paternal_00018851,TX_maternal_00021562,TX_paternal_00018851,X,Y,256224976,7458944,256232941,7469079,PASS,PASS
TX_maternal_00021564_TX_paternal_00018850,TX_maternal_00021564,TX_paternal_00018850,X,Y,256288975,7442557,256290680,7444262,PASS,PASS
TX_maternal_00021565_TX_paternal_00018849,TX_maternal_00021565,TX_paternal_00018849,X,Y,256291658,7434361,256298883,7441588,PASS,PASS
TX_maternal_00021568_TX_paternal_00018845,TX_maternal_00021568,TX_paternal_00018845,X,Y,256353593,7397346,256356667,7400220,PASS,PASS
TX_maternal_00021570_TX_paternal_00018843,TX_maternal_00021570,TX_paternal_00018843,X,Y,256383523,7356347,256387502,7360374,PASS,PASS
TX_maternal_00021571_TX_paternal_00018842,TX_maternal_00021571,TX_paternal_00018842,X,Y,256387721,7353860,256389989,7356128,PASS,PASS
TX_maternal_00021572_TX_paternal_00018840,TX_maternal_00021572,TX_paternal_00018840,X,Y,256406536,7328396,256408850,7331810,PASS,PASS
TX_maternal_00021573_TX_paternal_00018838,TX_maternal_00021573,TX_paternal_00018838,X,Y,256439015,7300210,256449131,7304769,PASS,PASS
TX_maternal_00021574_TX_paternal_00018837,TX_maternal_00021574,TX_paternal_00018837,X,Y,256465593,7288908,256472844,7296458,PASS,PASS
TX_maternal_00021575_TX_paternal_00018836,TX_maternal_00021575,TX_paternal_00018836,X,Y,256476634,7282213,256486857,7284124,PASS,PASS
TX_maternal_00021576_TX_paternal_00018835,TX_maternal_00021576,TX_paternal_00018835,X,Y,256487473,7271104,256488877,7272521,PASS,PASS
TX_maternal_00021577_TX_paternal_00018830,TX_maternal_00021577,TX_paternal_00018830,X,Y,256508215,7210724,256512931,7216728,PASS,PASS
TX_maternal_00021578_TX_paternal_00018829,TX_maternal_00021578,TX_paternal_00018829,X,Y,256538486,7193018,256545057,7199775,PASS,PASS
TX_maternal_00021579_TX_paternal_00018828,TX_maternal_00021579,TX_paternal_00018828,X,Y,256547144,7187056,256551039,7190937,PASS,PASS
TX_maternal_00021580_TX_paternal_00018827,TX_maternal_00021580,TX_paternal_00018827,X,Y,256551855,7178363,256554284,7180832,PASS,PASS
TX_maternal_00021581_TX_paternal_00018826,TX_maternal_00021581,TX_paternal_00018826,X,Y,256561762,7172413,256564559,7175704,PASS,PASS
TX_maternal_00021582_TX_paternal_00018822,TX_maternal_00021582,TX_paternal_00018822,X,Y,256569201,7009021,256572386,7021470,PASS,PASS
TX_maternal_00021583_TX_paternal_00018821,TX_maternal_00021583,TX_paternal_00018821,X,Y,256579670,6983025,256582259,6986855,PASS,PASS
TX_maternal_00021584_TX_paternal_00018820,TX_maternal_00021584,TX_paternal_00018820,X,Y,256583899,6980876,256585851,6982806,PASS,PASS
TX_maternal_00021585_TX_paternal_00018819,TX_maternal_00021585,TX_paternal_00018819,X,Y,256585188,6978784,256587943,6981539,PASS,PASS
TX_maternal_00021586_TX_paternal_00018818,TX_maternal_00021586,TX_paternal_00018818,X,Y,256589102,6975460,256591257,6977625,PASS,PASS
TX_maternal_00021587_TX_paternal_00018813,TX_maternal_00021587,TX_paternal_00018813,X,Y,256603552,6927760,256604169,6928523,PASS,PASS
TX_maternal_00021588_TX_paternal_00018812,TX_maternal_00021588,TX_paternal_00018812,X,Y,256605546,6920185,256607142,6926483,PASS,PASS
TX_maternal_00021589_TX_paternal_00018811,TX_maternal_00021589,TX_paternal_00018811,X,Y,256608531,6917465,256610365,6919321,PASS,PASS
TX_maternal_00021590_TX_paternal_00018810,TX_maternal_00021590,TX_paternal_00018810,X,Y,256612063,6912166,256615796,6915899,PASS,PASS
TX_maternal_00021592_TX_paternal_00018807,TX_maternal_00021592,TX_paternal_00018807,X,Y,256664384,6872491,256665999,6873888,PASS,PASS
TX_maternal_00021594_TX_paternal_00018805,TX_maternal_00021594,TX_paternal_00018805,X,Y,256694584,6839309,256695827,6851181,PASS,PASS
TX_maternal_00021596_TX_paternal_00018804,TX_maternal_00021596,TX_paternal_00018804,X,Y,256699047,6827653,256709085,6837714,PASS,PASS
TX_maternal_00021597_TX_paternal_00018803,TX_maternal_00021597,TX_paternal_00018803,X,Y,256755115,6783426,256757496,6784755,PASS,PASS
TX_maternal_00021598_TX_paternal_00018799,TX_maternal_00021598,TX_paternal_00018799,X,Y,256798228,6733511,256800346,6735608,PASS,PASS
TX_maternal_00021599_TX_paternal_00018794,TX_maternal_00021599,TX_paternal_00018794,X,Y,256861618,6675178,256863733,6677298,PASS,PASS
TX_maternal_00021600_TX_paternal_00018793,TX_maternal_00021600,TX_paternal_00018793,X,Y,256864962,6670656,256868257,6673949,PASS,PASS
TX_maternal_00021604_TX_paternal_00018790,TX_maternal_00021604,TX_paternal_00018790,X,Y,256882611,6654447,256884199,6658476,PASS,PASS
TX_maternal_00021605_TX_paternal_00018789,TX_maternal_00021605,TX_paternal_00018789,X,Y,256884895,6652132,256885838,6653867,PASS,PASS
TX_maternal_00021607_TX_paternal_00018788,TX_maternal_00021607,TX_paternal_00018788,X,Y,256930208,6604385,256937858,6607173,PASS,PASS
TX_maternal_00021609_TX_paternal_00018785,TX_maternal_00021609,TX_paternal_00018785,X,Y,256969943,6569345,256971266,6570891,PASS,PASS
TX_maternal_00021610_TX_paternal_00018784,TX_maternal_00021610,TX_paternal_00018784,X,Y,256976266,6560837,256980264,6564835,PASS,PASS
TX_maternal_00021611_TX_paternal_00018783,TX_maternal_00021611,TX_paternal_00018783,X,Y,256982003,6557894,256983487,6559378,PASS,PASS
TX_maternal_00021612_TX_paternal_00018781,TX_maternal_00021612,TX_paternal_00018781,X,Y,257010695,6518447,257015193,6523611,PASS,PASS
TX_maternal_00021613_TX_paternal_00018778,TX_maternal_00021613,TX_paternal_00018778,X,Y,257020469,6506777,257023659,6513159,PASS,PASS
TX_maternal_00021615_TX_paternal_00018777,TX_maternal_00021615,TX_paternal_00018777,X,Y,257034157,6493785,257036754,6496362,PASS,PASS
TX_maternal_00021616_TX_paternal_00018776,TX_maternal_00021616,TX_paternal_00018776,X,Y,257037202,6488691,257039057,6493249,PASS,PASS
TX_maternal_00021617_TX_paternal_00018775,TX_maternal_00021617,TX_paternal_00018775,X,Y,257043150,6480704,257044387,6486985,PASS,PASS
TX_maternal_00021618_TX_paternal_00018774,TX_maternal_00021618,TX_paternal_00018774,X,Y,257044904,6473581,257046437,6485279,PASS,PASS
TX_maternal_00021620_TX_paternal_00018772,TX_maternal_00021620,TX_paternal_00018772,X,Y,257053903,6466465,257056999,6469448,PASS,PASS
TX_maternal_00021621_TX_paternal_00018771,TX_maternal_00021621,TX_paternal_00018771,X,Y,257058070,6464039,257059474,6465441,PASS,PASS
TX_maternal_00021625_TX_paternal_00018770,TX_maternal_00021625,TX_paternal_00018770,X,Y,257132249,6441544,257145863,6460223,PASS,PASS
TX_maternal_00021626_TX_paternal_00018767,TX_maternal_00021626,TX_paternal_00018767,X,Y,257137219,6367636,257152190,6373273,PASS,PASS
TX_maternal_00021627_TX_paternal_00018766,TX_maternal_00021627,TX_paternal_00018766,X,Y,257152334,6362312,257157291,6367271,PASS,PASS
TX_maternal_00021628_TX_paternal_00018765,TX_maternal_00021628,TX_paternal_00018765,X,Y,257159645,6355343,257164520,6360224,PASS,PASS
TX_maternal_00021629_TX_paternal_00018764,TX_maternal_00021629,TX_paternal_00018764,X,Y,257164573,6352733,257167130,6355290,PASS,PASS
TX_maternal_00021631_TX_paternal_00018763,TX_maternal_00021631,TX_paternal_00018763,X,Y,257228478,6342673,257235466,6350456,PASS,PASS
TX_maternal_00021632_TX_paternal_00018758,TX_maternal_00021632,TX_paternal_00018758,X,Y,257234602,6200665,257235982,6218545,PASS,PASS
TX_maternal_00021633_TX_paternal_00018757,TX_maternal_00021633,TX_paternal_00018757,X,Y,257246651,6193709,257252897,6202081,PASS,PASS
TX_maternal_00021634_TX_paternal_00018756,TX_maternal_00021634,TX_paternal_00018756,X,Y,257263384,6184030,257266767,6187412,PASS,PASS
TX_maternal_00021635_TX_paternal_00018755,TX_maternal_00021635,TX_paternal_00018755,X,Y,257271688,6178425,257272428,6179157,PASS,PASS
TX_maternal_00021638_TX_paternal_00018754,TX_maternal_00021638,TX_paternal_00018754,X,Y,257305365,6157034,257320579,6163044,PASS,PASS
TX_maternal_00021639_TX_paternal_00018752,TX_maternal_00021639,TX_paternal_00018752,X,Y,257341888,6133904,257345604,6137272,PASS,PASS
TX_maternal_00021640_TX_paternal_00018751,TX_maternal_00021640,TX_paternal_00018751,X,Y,257345319,6132090,257347022,6133787,PASS,PASS
TX_maternal_00021641_TX_paternal_00018750,TX_maternal_00021641,TX_paternal_00018750,X,Y,257348228,6124842,257352116,6129486,PASS,PASS
TX_maternal_00021643_TX_paternal_00018748,TX_maternal_00021643,TX_paternal_00018748,X,Y,257362012,6118189,257365388,6120883,PASS,PASS
TX_maternal_00021644_TX_paternal_00018747,TX_maternal_00021644,TX_paternal_00018747,X,Y,257365353,6114937,257369744,6116589,PASS,PASS
TX_maternal_00021645_TX_paternal_00018745,TX_maternal_00021645,TX_paternal_00018745,X,Y,257375680,6103240,257380266,6107815,PASS,PASS
TX_maternal_00021646_TX_paternal_00018743,TX_maternal_00021646,TX_paternal_00018743,X,Y,257389089,6089935,257393990,6094746,PASS,PASS
TX_maternal_00021647_TX_paternal_00018742,TX_maternal_00021647,TX_paternal_00018742,X,Y,257394789,6079850,257399992,6089139,PASS,PASS
TX_maternal_00021650_TX_paternal_00018739,TX_maternal_00021650,TX_paternal_00018739,X,Y,257442052,6013881,257447434,6023235,PASS,PASS
TX_maternal_00021652_TX_paternal_00018738,TX_maternal_00021652,TX_paternal_00018738,X,Y,257464177,6013464,257465740,6015028,PASS,PASS
TX_maternal_00021654_TX_paternal_00018737,TX_maternal_00021654,TX_paternal_00018737,X,Y,257502531,5996995,257506213,6000654,PASS,PASS
TX_maternal_00021655_TX_paternal_00018736,TX_maternal_00021655,TX_paternal_00018736,X,Y,257510212,5993951,257512238,5995977,PASS,PASS
TX_maternal_00021656_TX_paternal_00018735,TX_maternal_00021656,TX_paternal_00018735,X,Y,257513019,5989895,257516297,5993170,PASS,PASS
TX_maternal_00021657_TX_paternal_00018734,TX_maternal_00021657,TX_paternal_00018734,X,Y,257517200,5987627,257518551,5988979,PASS,PASS
TX_maternal_00021658_TX_paternal_00018733,TX_maternal_00021658,TX_paternal_00018733,X,Y,257527350,5966882,257537130,5972971,PASS,PASS
TX_maternal_00021659_TX_paternal_00018732,TX_maternal_00021659,TX_paternal_00018732,X,Y,257537682,5962087,257542344,5966349,PASS,PASS
TX_maternal_00021664_TX_paternal_00018508,TX_maternal_00021664,TX_paternal_00018508,X,Y,257840877,2940494,257843460,2943079,PASS,PASS
TX_maternal_00021665_TX_paternal_00018509,TX_maternal_00021665,TX_paternal_00018509,X,Y,257845257,2944945,257848158,2947847,PASS,PASS
TX_maternal_00021666_TX_paternal_00018510,TX_maternal_00021666,TX_paternal_00018510,X,Y,257851060,2948565,257855263,2950965,PASS,PASS
TX_maternal_00021667_TX_paternal_00018511,TX_maternal_00021667,TX_paternal_00018511,X,Y,257859634,2951466,257865517,2957276,PASS,PASS
TX_maternal_00021668_TX_paternal_00018512,TX_maternal_00021668,TX_paternal_00018512,X,Y,257906747,3005450,257910671,3008886,PASS,PASS
TX_maternal_00021671_TX_paternal_00018513,TX_maternal_00021671,TX_paternal_00018513,X,Y,257919164,3011773,257923438,3016015,PASS,PASS
TX_maternal_00021672_TX_paternal_00018514,TX_maternal_00021672,TX_paternal_00018514,X,Y,257927865,3018280,257930860,3021276,PASS,PASS
TX_maternal_00021673_TX_paternal_00018515,TX_maternal_00021673,TX_paternal_00018515,X,Y,257931796,3022212,257933951,3024366,PASS,PASS
TX_maternal_00021674_TX_paternal_00018516,TX_maternal_00021674,TX_paternal_00018516,X,Y,257935411,3026340,257938277,3028000,PASS,PASS
TX_maternal_00021675_TX_paternal_00018517,TX_maternal_00021675,TX_paternal_00018517,X,Y,257943798,3034380,257953474,3044067,PASS,PASS
TX_maternal_00021677_TX_paternal_00018525,TX_maternal_00021677,TX_paternal_00018525,X,Y,257988529,3094653,257992248,3098372,PASS,PASS
TX_maternal_00021678_TX_paternal_00018526,TX_maternal_00021678,TX_paternal_00018526,X,Y,257993851,3099987,257999534,3105330,PASS,PASS
TX_maternal_00021679_TX_paternal_00018528,TX_maternal_00021679,TX_paternal_00018528,X,Y,258015066,3128003,258017470,3130181,PASS,PASS
TX_maternal_00021680_TX_paternal_00018529,TX_maternal_00021680,TX_paternal_00018529,X,Y,258019116,3132055,258025828,3135376,PASS,PASS
TX_maternal_00021681_TX_paternal_00018530,TX_maternal_00021681,TX_paternal_00018530,X,Y,258035876,3146748,258042336,3153882,PASS,PASS
TX_maternal_00021682_TX_paternal_00018531,TX_maternal_00021682,TX_paternal_00018531,X,Y,258041997,3154111,258043646,3155760,PASS,PASS
TX_maternal_00021684_TX_paternal_00018533,TX_maternal_00021684,TX_paternal_00018533,X,Y,258062848,3177652,258066212,3182017,PASS,PASS
TX_maternal_00021689_TX_paternal_00018537,TX_maternal_00021689,TX_paternal_00018537,X,Y,258121984,3229968,258124460,3237697,PASS,PASS
TX_maternal_00021688_TX_paternal_00018539,TX_maternal_00021688,TX_paternal_00018539,X,Y,258116356,3249715,258118767,3252125,PASS,PASS
TX_maternal_00021693_TX_paternal_00018544,TX_maternal_00021693,TX_paternal_00018544,X,Y,258157354,3293574,258173174,3294725,PASS,PASS
TX_maternal_00021694_TX_paternal_00018545,TX_maternal_00021694,TX_paternal_00018545,X,Y,258179833,3298744,258182963,3305736,PASS,PASS
TX_maternal_00021695_TX_paternal_00018546,TX_maternal_00021695,TX_paternal_00018546,X,Y,258218822,3329080,258230901,3333452,PASS,PASS
TX_maternal_00021696_TX_paternal_00018548,TX_maternal_00021696,TX_paternal_00018548,X,Y,258234971,3356130,258236947,3358079,PASS,PASS
TX_maternal_00021697_TX_paternal_00018549,TX_maternal_00021697,TX_paternal_00018549,X,Y,258239410,3360602,258245731,3363630,PASS,PASS
TX_maternal_00021698_TX_paternal_00018550,TX_maternal_00021698,TX_paternal_00018550,X,Y,258245577,3366183,258247158,3367676,PASS,PASS
TX_maternal_00021702_TX_paternal_00018553,TX_maternal_00021702,TX_paternal_00018553,X,Y,258307769,3420528,258310286,3425855,PASS,PASS
TX_maternal_00021703_TX_paternal_00018554,TX_maternal_00021703,TX_paternal_00018554,X,Y,258319070,3426018,258328466,3427130,PASS,PASS
