pairID,id_tx_mat,id_tx_pat,chr_tx_mat,chr_tx_pat,start_tx_mat,start_tx_pat,end_tx_mat,end_tx_pat,length.mat,Rh_02.mat,length.pat,Rh_02.pat
TX_maternal_00020024_TX_paternal_00020845,TX_maternal_00020024,TX_paternal_00020845,X,Y,213876911,86551738,213880163,86554974,2284,10,2316,26
TX_maternal_00020025_TX_paternal_00020844,TX_maternal_00020025,TX_paternal_00020844,X,Y,213883661,86546961,213884864,86548162,494,0,446,0
TX_maternal_00020026_TX_paternal_00020842,TX_maternal_00020026,TX_paternal_00020842,X,Y,213892618,86513706,213898662,86522619,240,56,1123,813
TX_maternal_00020028_TX_paternal_00020841,TX_maternal_00020028,TX_paternal_00020841,X,Y,213940689,86476269,213943600,86487298,1995,0,2344,0
TX_maternal_00020030_TX_paternal_00020840,TX_maternal_00020030,TX_paternal_00020840,X,Y,213946881,86470347,213949889,86473355,1008,30,1008,28
TX_maternal_00020031_TX_paternal_00020837,TX_maternal_00020031,TX_paternal_00020837,X,Y,213948914,86455463,213951572,86456702,1212,3,652,10
TX_maternal_00020034_TX_paternal_00020836,TX_maternal_00020034,TX_paternal_00020836,X,Y,213975282,86452405,213977989,86455112,1524,231,1524,548
TX_maternal_00020035_TX_paternal_00020833,TX_maternal_00020035,TX_paternal_00020833,X,Y,214004828,86415601,214008301,86420814,516,4,504,122
TX_maternal_00020037_TX_paternal_00020832,TX_maternal_00020037,TX_paternal_00020832,X,Y,214016038,86407417,214016597,86407976,484,72,484,163
TX_maternal_00020038_TX_paternal_00020831,TX_maternal_00020038,TX_paternal_00020831,X,Y,214019859,86401238,214022795,86404174,1155,0,1127,0
TX_maternal_00020040_TX_paternal_00020829,TX_maternal_00020040,TX_paternal_00020829,X,Y,214063740,86285162,214066105,86287529,1089,0,1131,0
TX_maternal_00020041_TX_paternal_00020826,TX_maternal_00020041,TX_paternal_00020826,X,Y,214088071,86260198,214088825,86261037,339,10,379,10
TX_maternal_00020042_TX_paternal_00020825,TX_maternal_00020042,TX_paternal_00020825,X,Y,214094588,86252511,214096732,86254665,1379,6,1379,111
TX_maternal_00020044_TX_paternal_00020823,TX_maternal_00020044,TX_paternal_00020823,X,Y,214399568,85959562,214403326,85962318,2309,0,2317,0
TX_maternal_00020051_TX_paternal_00020819,TX_maternal_00020051,TX_paternal_00020819,X,Y,214538524,85797605,214538992,85798074,302,0,302,0
TX_maternal_00020052_TX_paternal_00020818,TX_maternal_00020052,TX_paternal_00020818,X,Y,214563397,85772776,214564735,85774039,505,0,579,18
TX_maternal_00020055_TX_paternal_00020816,TX_maternal_00020055,TX_paternal_00020816,X,Y,214678403,85632539,214681519,85635196,1223,15,1109,868
TX_maternal_00020056_TX_paternal_00020815,TX_maternal_00020056,TX_paternal_00020815,X,Y,214693174,85625214,214695981,85628021,2719,1,2719,16
TX_maternal_00020059_TX_paternal_00020813,TX_maternal_00020059,TX_paternal_00020813,X,Y,214743272,85568297,214757688,85582795,5361,554,5475,1249
TX_maternal_00020060_TX_paternal_00020812,TX_maternal_00020060,TX_paternal_00020812,X,Y,214758815,85564827,214761354,85567166,1746,1909,1544,1630
TX_maternal_00020065_TX_paternal_00020805,TX_maternal_00020065,TX_paternal_00020805,X,Y,215480764,84755087,215483103,84757506,1544,3,1544,4
TX_maternal_00020066_TX_paternal_00020801,TX_maternal_00020066,TX_paternal_00020801,X,Y,215620170,84628786,215625385,84632080,2146,6,1775,153
TX_maternal_00020067_TX_paternal_00020800,TX_maternal_00020067,TX_paternal_00020800,X,Y,215625798,84625499,215627794,84627535,864,463,864,2682
TX_maternal_00020068_TX_paternal_00020799,TX_maternal_00020068,TX_paternal_00020799,X,Y,215799493,84437974,215801106,84439595,951,2,951,86
TX_maternal_00020069_TX_paternal_00020798,TX_maternal_00020069,TX_paternal_00020798,X,Y,215807936,84367706,215822642,84383852,5962,55,5754,2718
TX_maternal_00020070_TX_paternal_00020797,TX_maternal_00020070,TX_paternal_00020797,X,Y,215823328,84364654,215825692,84367015,960,216,975,305
TX_maternal_00020071_TX_paternal_00020796,TX_maternal_00020071,TX_paternal_00020796,X,Y,215826759,84360186,215830129,84363588,1170,62,1166,179
TX_maternal_00020078_TX_paternal_00020795,TX_maternal_00020078,TX_paternal_00020795,X,Y,215936584,84226274,215939884,84229556,1059,3,1059,80
TX_maternal_00020079_TX_paternal_00020794,TX_maternal_00020079,TX_paternal_00020794,X,Y,215948696,84216559,215950345,84218234,727,19,750,600
TX_maternal_00020081_TX_paternal_00020792,TX_maternal_00020081,TX_paternal_00020792,X,Y,216157296,84032303,216164509,84034584,1626,63,939,172
TX_maternal_00020082_TX_paternal_00020475,TX_maternal_00020082,TX_paternal_00020475,X,Y,216262635,46413199,216269322,46419882,1845,150,1686,109
TX_maternal_00020083_TX_paternal_00020474,TX_maternal_00020083,TX_paternal_00020474,X,Y,216270181,46380281,216296876,46405061,1707,82,1704,766
TX_maternal_00020084_TX_paternal_00020473,TX_maternal_00020084,TX_paternal_00020473,X,Y,216296761,46376002,216301152,46380447,2164,100,2292,261
TX_maternal_00020085_TX_paternal_00020472,TX_maternal_00020085,TX_paternal_00020472,X,Y,216302521,46372794,216304436,46375118,1016,376,1425,834
TX_maternal_00020087_TX_paternal_00020469,TX_maternal_00020087,TX_paternal_00020469,X,Y,216325216,46353697,216331271,46355509,3198,0,1812,0
TX_maternal_00020088_TX_paternal_00020467,TX_maternal_00020088,TX_paternal_00020467,X,Y,216335415,46343219,216338434,46345730,823,6,823,325
TX_maternal_00020089_TX_paternal_00020466,TX_maternal_00020089,TX_paternal_00020466,X,Y,216345916,46326384,216347205,46327217,1166,0,744,0
TX_maternal_00020091_TX_paternal_00020465,TX_maternal_00020091,TX_paternal_00020465,X,Y,216420062,46318596,216432393,46324548,1797,93,1797,340
TX_maternal_00020094_TX_paternal_00020463,TX_maternal_00020094,TX_paternal_00020463,X,Y,216467180,46285127,216467823,46286126,576,0,555,0
TX_maternal_00020100_TX_paternal_00020458,TX_maternal_00020100,TX_paternal_00020458,X,Y,216495823,46230743,216501725,46236659,2934,125,2934,301
TX_maternal_00020101_TX_paternal_00020455,TX_maternal_00020101,TX_paternal_00020455,X,Y,216674741,46049675,216680813,46055808,1820,8,1888,25
TX_maternal_00020106_TX_paternal_00020451,TX_maternal_00020106,TX_paternal_00020451,X,Y,216723922,46000047,216724607,46000789,672,0,729,0
TX_maternal_00020107_TX_paternal_00020450,TX_maternal_00020107,TX_paternal_00020450,X,Y,216749472,45972073,216752406,45974955,977,772,977,597
TX_maternal_00020110_TX_paternal_00020447,TX_maternal_00020110,TX_paternal_00020447,X,Y,216838548,45877103,216845553,45880717,1422,4,1234,30
TX_maternal_00020111_TX_paternal_00020446,TX_maternal_00020111,TX_paternal_00020446,X,Y,216866094,45849877,216871165,45855005,1630,754,1628,5734
TX_maternal_00020112_TX_paternal_00020445,TX_maternal_00020112,TX_paternal_00020445,X,Y,216902309,45791238,216905949,45794650,818,123,818,491
TX_maternal_00020113_TX_paternal_00020444,TX_maternal_00020113,TX_paternal_00020444,X,Y,216907106,45781032,216916081,45790030,3783,304,3804,1834
TX_maternal_00020114_TX_paternal_00020443,TX_maternal_00020114,TX_paternal_00020443,X,Y,216916359,45775964,216921105,45780754,2870,17,2877,109
TX_maternal_00020115_TX_paternal_00020442,TX_maternal_00020115,TX_paternal_00020442,X,Y,216921615,45772137,216924791,45775454,1411,1061,1213,775
TX_maternal_00020117_TX_paternal_00020436,TX_maternal_00020117,TX_paternal_00020436,X,Y,216941256,45596263,216943736,45597954,1359,0,1310,1
TX_maternal_00020118_TX_paternal_00020439,TX_maternal_00020118,TX_paternal_00020439,X,Y,216979291,45705525,216979588,45705831,297,0,306,9
TX_maternal_00020119_TX_paternal_00020438,TX_maternal_00020119,TX_paternal_00020438,X,Y,216986668,45695273,216989834,45698443,1175,10,1175,528
TX_maternal_00020120_TX_paternal_00020437,TX_maternal_00020120,TX_paternal_00020437,X,Y,217064243,45599060,217065992,45600809,729,7,729,10
TX_maternal_00020122_TX_paternal_00020435,TX_maternal_00020122,TX_paternal_00020435,X,Y,217070080,45589602,217076821,45594971,2753,276,2668,1253
TX_maternal_00020123_TX_paternal_00020434,TX_maternal_00020123,TX_paternal_00020434,X,Y,217097151,45567062,217097903,45567850,630,0,684,0
TX_maternal_00020126_TX_paternal_00020432,TX_maternal_00020126,TX_paternal_00020432,X,Y,217210162,45480935,217212970,45483719,359,0,413,1
TX_maternal_00020127_TX_paternal_00020431,TX_maternal_00020127,TX_paternal_00020431,X,Y,217236815,45435890,217242382,45441130,1221,25,1540,369
TX_maternal_00020128_TX_paternal_00020430,TX_maternal_00020128,TX_paternal_00020430,X,Y,217242349,45431598,217245921,45435170,3079,1,3079,30
TX_maternal_00020132_TX_paternal_00020429,TX_maternal_00020132,TX_paternal_00020429,X,Y,217264441,45422824,217267873,45426423,1320,10,1385,52
TX_maternal_00020133_TX_paternal_00020428,TX_maternal_00020133,TX_paternal_00020428,X,Y,217284894,45411289,217286976,45413371,563,265,564,324
TX_maternal_00020134_TX_paternal_00020427,TX_maternal_00020134,TX_paternal_00020427,X,Y,217288234,45407392,217290943,45410101,935,27,935,213
TX_maternal_00020137_TX_paternal_00020422,TX_maternal_00020137,TX_paternal_00020422,X,Y,217413650,45249681,217418725,45254745,1402,1,1402,5
TX_maternal_00020138_TX_paternal_00020418,TX_maternal_00020138,TX_paternal_00020418,X,Y,217510014,45158519,217516300,45164825,2549,27,2486,99
TX_maternal_00020139_TX_paternal_00020416,TX_maternal_00020139,TX_paternal_00020416,X,Y,217567851,45091833,217571166,45095146,1791,319,1647,1401
TX_maternal_00020140_TX_paternal_00020411,TX_maternal_00020140,TX_paternal_00020411,X,Y,217669837,44976071,217676897,44983156,2650,1,2650,36
TX_maternal_00020142_TX_paternal_00020409,TX_maternal_00020142,TX_paternal_00020409,X,Y,217786246,44844361,217786750,44847660,504,13,1032,380
TX_maternal_00020144_TX_paternal_00020408,TX_maternal_00020144,TX_paternal_00020408,X,Y,217811162,44819304,217814325,44822467,2658,0,2193,0
TX_maternal_00020145_TX_paternal_00020407,TX_maternal_00020145,TX_paternal_00020407,X,Y,217815212,44814235,217819405,44818428,1865,0,1940,0
TX_maternal_00020146_TX_paternal_00020406,TX_maternal_00020146,TX_paternal_00020406,X,Y,217864500,44771866,217865674,44773032,390,0,411,0
TX_maternal_00020147_TX_paternal_00020405,TX_maternal_00020147,TX_paternal_00020405,X,Y,217865690,44770390,217867150,44771850,700,0,700,0
TX_maternal_00020148_TX_paternal_00020404,TX_maternal_00020148,TX_paternal_00020404,X,Y,217902001,44736349,217904934,44739606,2173,0,2258,4
TX_maternal_00020149_TX_paternal_00020403,TX_maternal_00020149,TX_paternal_00020403,X,Y,217942786,44696911,217944369,44698394,1308,8,1208,2
TX_maternal_00020150_TX_paternal_00020402,TX_maternal_00020150,TX_paternal_00020402,X,Y,217995248,44645150,217997675,44645790,924,1,561,0
TX_maternal_00020151_TX_paternal_00020401,TX_maternal_00020151,TX_paternal_00020401,X,Y,217996178,44640219,217997774,44645088,485,0,518,3
TX_maternal_00020152_TX_paternal_00020399,TX_maternal_00020152,TX_paternal_00020399,X,Y,218065967,44572742,218068521,44575297,2157,0,1981,0
TX_maternal_00020154_TX_paternal_00020397,TX_maternal_00020154,TX_paternal_00020397,X,Y,218126130,44527412,218129429,44530213,1363,14,1281,36
TX_maternal_00020155_TX_paternal_00020396,TX_maternal_00020155,TX_paternal_00020396,X,Y,218132651,44514991,218135906,44518251,1401,22,1401,27
TX_maternal_00020159_TX_paternal_00020393,TX_maternal_00020159,TX_paternal_00020393,X,Y,218205636,44433458,218210190,44437490,2300,150,2109,142
TX_maternal_00020160_TX_paternal_00020388,TX_maternal_00020160,TX_paternal_00020388,X,Y,218300509,44256117,218305021,44259052,2583,112,2576,121
TX_maternal_00020162_TX_paternal_00020387,TX_maternal_00020162,TX_paternal_00020387,X,Y,218409456,44150892,218418296,44159743,3831,105,3804,785
TX_maternal_00020163_TX_paternal_00020384,TX_maternal_00020163,TX_paternal_00020384,X,Y,218557584,43997344,218558793,43999122,456,0,393,5
TX_maternal_00020165_TX_paternal_00020381,TX_maternal_00020165,TX_paternal_00020381,X,Y,218771800,43765369,218774365,43768821,1081,16,1077,316
TX_maternal_00020166_TX_paternal_00020380,TX_maternal_00020166,TX_paternal_00020380,X,Y,218847455,43699228,218850301,43702640,846,48,1041,59
TX_maternal_00020167_TX_paternal_00020379,TX_maternal_00020167,TX_paternal_00020379,X,Y,218859645,43685596,218864054,43690005,1323,2,1326,1
TX_maternal_00020170_TX_paternal_00020376,TX_maternal_00020170,TX_paternal_00020376,X,Y,219036432,43552492,219042961,43559023,1656,17,1710,491
TX_maternal_00020171_TX_paternal_00020375,TX_maternal_00020171,TX_paternal_00020375,X,Y,219047661,43545955,219049853,43552333,1004,0,901,5
TX_maternal_00020172_TX_paternal_00020374,TX_maternal_00020172,TX_paternal_00020374,X,Y,219051256,43539034,219057910,43547237,1100,180,528,164
TX_maternal_00020174_TX_paternal_00020373,TX_maternal_00020174,TX_paternal_00020373,X,Y,219067434,43535225,219068234,43535710,329,0,329,0
TX_maternal_00020176_TX_paternal_00020372,TX_maternal_00020176,TX_paternal_00020372,X,Y,219099586,43510549,219103864,43514829,1579,1690,1618,3153
TX_maternal_00020178_TX_paternal_00020370,TX_maternal_00020178,TX_paternal_00020370,X,Y,219112437,43493529,219115414,43499195,1222,0,1079,3
TX_maternal_00020179_TX_paternal_00020369,TX_maternal_00020179,TX_paternal_00020369,X,Y,219146108,43425489,219198720,43468228,468,75,465,394
TX_maternal_00020182_TX_paternal_00020365,TX_maternal_00020182,TX_paternal_00020365,X,Y,219354210,43236169,219359250,43239107,651,972,666,967
TX_maternal_00020185_TX_paternal_00020362,TX_maternal_00020185,TX_paternal_00020362,X,Y,219457634,43130843,219459499,43132708,1185,13,1185,1
TX_maternal_00020187_TX_paternal_00020357,TX_maternal_00020187,TX_paternal_00020357,X,Y,219493730,43087200,219495051,43087803,489,0,258,0
TX_maternal_00020188_TX_paternal_00020356,TX_maternal_00020188,TX_paternal_00020356,X,Y,219561197,43043380,219561614,43043805,212,0,223,0
TX_maternal_00020189_TX_paternal_00020355,TX_maternal_00020189,TX_paternal_00020355,X,Y,219588948,43025461,219589452,43025965,504,47,504,46
TX_maternal_00020190_TX_paternal_00020354,TX_maternal_00020190,TX_paternal_00020354,X,Y,219589808,43020259,219594416,43021295,672,1,727,0
TX_maternal_00020192_TX_paternal_00020351,TX_maternal_00020192,TX_paternal_00020351,X,Y,219746141,42855398,219759650,42859047,2851,24,933,152
TX_maternal_00020193_TX_paternal_00020350,TX_maternal_00020193,TX_paternal_00020350,X,Y,219790643,42821371,219800738,42825897,2362,1,2008,113
TX_maternal_00020195_TX_paternal_00020346,TX_maternal_00020195,TX_paternal_00020346,X,Y,219858034,42766697,219863766,42772428,1273,22,1273,1424
TX_maternal_00020196_TX_paternal_00020343,TX_maternal_00020196,TX_paternal_00020343,X,Y,219965567,42611370,219984402,42629894,3432,73,3432,587
TX_maternal_00020197_TX_paternal_00020342,TX_maternal_00020197,TX_paternal_00020342,X,Y,220007395,42582413,220009235,42588996,NA,NA,1057,0
TX_maternal_00020201_TX_paternal_00020338,TX_maternal_00020201,TX_paternal_00020338,X,Y,220292911,42225544,220299561,42268680,NA,NA,381,4
TX_maternal_00020204_TX_paternal_00020335,TX_maternal_00020204,TX_paternal_00020335,X,Y,220580868,41889301,220582225,41890657,NA,NA,667,165
TX_maternal_00020206_TX_paternal_00020332,TX_maternal_00020206,TX_paternal_00020332,X,Y,220607614,41859362,220611373,41865180,NA,NA,1802,748
TX_maternal_00020207_TX_paternal_00020329,TX_maternal_00020207,TX_paternal_00020329,X,Y,220631796,41824855,220634897,41827956,NA,NA,1046,32
TX_maternal_00020208_TX_paternal_00020328,TX_maternal_00020208,TX_paternal_00020328,X,Y,220642527,41815904,220646730,41817236,NA,NA,1045,689
TX_maternal_00020209_TX_paternal_00020324,TX_maternal_00020209,TX_paternal_00020324,X,Y,221105919,41187052,221107282,41191650,NA,NA,3291,18
TX_maternal_00020210_TX_paternal_00020323,TX_maternal_00020210,TX_paternal_00020323,X,Y,221183688,41108685,221188514,41114658,NA,NA,2472,3140
TX_maternal_00020211_TX_paternal_00020322,TX_maternal_00020211,TX_paternal_00020322,X,Y,221192196,41094658,221194311,41096117,NA,NA,358,1602
TX_maternal_00020213_TX_paternal_00020320,TX_maternal_00020213,TX_paternal_00020320,X,Y,221347157,40920600,221350111,40923550,NA,NA,1880,16
TX_maternal_00020214_TX_paternal_00020319,TX_maternal_00020214,TX_paternal_00020319,X,Y,221350223,40916749,221353948,40920613,NA,NA,1837,18896
TX_maternal_00020215_TX_paternal_00020318,TX_maternal_00020215,TX_paternal_00020318,X,Y,221356779,40908853,221361841,40913921,NA,NA,1851,125
TX_maternal_00020218_TX_paternal_00020316,TX_maternal_00020218,TX_paternal_00020316,X,Y,221411883,40868015,221415102,40870776,NA,NA,962,86
TX_maternal_00020219_TX_paternal_00020315,TX_maternal_00020219,TX_paternal_00020315,X,Y,221418339,40859497,221422142,40864300,NA,NA,1530,2294
TX_maternal_00020221_TX_paternal_00020312,TX_maternal_00020221,TX_paternal_00020312,X,Y,221496499,40757761,221508320,40760289,NA,NA,1223,280
TX_maternal_00020224_TX_paternal_00020309,TX_maternal_00020224,TX_paternal_00020309,X,Y,221547609,40720985,221548995,40733538,NA,NA,477,467
TX_maternal_00020226_TX_paternal_00020306,TX_maternal_00020226,TX_paternal_00020306,X,Y,221575435,40696541,221577874,40698991,NA,NA,657,16
TX_maternal_00020228_TX_paternal_00020304,TX_maternal_00020228,TX_paternal_00020304,X,Y,221638132,40625348,221647499,40635521,NA,NA,408,34
TX_maternal_00020229_TX_paternal_00020302,TX_maternal_00020229,TX_paternal_00020302,X,Y,221694426,40576766,221697543,40579883,NA,NA,2214,1946
TX_maternal_00020232_TX_paternal_00020297,TX_maternal_00020232,TX_paternal_00020297,X,Y,221815311,40441130,221821804,40448274,NA,NA,2746,42135
TX_maternal_00020233_TX_paternal_00020296,TX_maternal_00020233,TX_paternal_00020296,X,Y,221903172,40340737,221903573,40341138,NA,NA,309,2280
TX_maternal_00020234_TX_paternal_00020295,TX_maternal_00020234,TX_paternal_00020295,X,Y,221905675,40335905,221908407,40338637,NA,NA,985,476
TX_maternal_00020235_TX_paternal_00020294,TX_maternal_00020235,TX_paternal_00020294,X,Y,221910549,40328884,221915364,40333765,NA,NA,986,400
TX_maternal_00020237_TX_paternal_00020292,TX_maternal_00020237,TX_paternal_00020292,X,Y,222004869,40258476,222007785,40261472,NA,NA,1005,2590
TX_maternal_00020238_TX_paternal_00020286,TX_maternal_00020238,TX_paternal_00020286,X,Y,222031360,40101703,222034733,40105149,NA,NA,1704,5001
TX_maternal_00020240_TX_paternal_00020289,TX_maternal_00020240,TX_paternal_00020289,X,Y,222113222,40188935,222120240,40195886,NA,NA,2878,7587
TX_maternal_00020241_TX_paternal_00020290,TX_maternal_00020241,TX_paternal_00020290,X,Y,222126754,40197099,222130488,40200897,NA,NA,1285,1753
TX_maternal_00020242_TX_paternal_00020291,TX_maternal_00020242,TX_paternal_00020291,X,Y,222131227,40201023,222136671,40215537,NA,NA,1827,2578
TX_maternal_00020243_TX_paternal_00020284,TX_maternal_00020243,TX_paternal_00020284,X,Y,222168276,40089191,222170690,40091591,NA,NA,1596,383
TX_maternal_00020239_TX_paternal_00020287,TX_maternal_00020239,TX_paternal_00020287,X,Y,222036179,40106651,222042448,40112860,NA,NA,2013,15251
TX_maternal_00020245_TX_paternal_00020282,TX_maternal_00020245,TX_paternal_00020282,X,Y,222195041,40049733,222198497,40053206,NA,NA,1041,152
TX_maternal_00020246_TX_paternal_00020281,TX_maternal_00020246,TX_paternal_00020281,X,Y,222250194,40014490,222253929,40018201,NA,NA,1442,2569
TX_maternal_00020249_TX_paternal_00020277,TX_maternal_00020249,TX_paternal_00020277,X,Y,222374149,39878469,222376066,39880387,NA,NA,1384,27
TX_maternal_00020251_TX_paternal_00020276,TX_maternal_00020251,TX_paternal_00020276,X,Y,222434804,39827661,222435765,39829374,NA,NA,836,56
TX_maternal_00020254_TX_paternal_00020272,TX_maternal_00020254,TX_paternal_00020272,X,Y,222538177,39657174,222539631,39658702,NA,NA,782,1616
TX_maternal_00020255_TX_paternal_00020270,TX_maternal_00020255,TX_paternal_00020270,X,Y,222568187,39624363,222579410,39626039,NA,NA,1561,0
TX_maternal_00020257_TX_paternal_00020268,TX_maternal_00020257,TX_paternal_00020268,X,Y,222618280,39582138,222621715,39585667,NA,NA,1654,1154
TX_maternal_00020259_TX_paternal_00020267,TX_maternal_00020259,TX_paternal_00020267,X,Y,222702790,39516044,222713557,39526804,NA,NA,3733,2479
TX_maternal_00020260_TX_paternal_00020266,TX_maternal_00020260,TX_paternal_00020266,X,Y,222740658,39494287,222742725,39496347,NA,NA,1452,360
TX_maternal_00020261_TX_paternal_00020265,TX_maternal_00020261,TX_paternal_00020265,X,Y,222770777,39478005,222772811,39479613,NA,NA,805,0
TX_maternal_00020267_TX_paternal_00020264,TX_maternal_00020267,TX_paternal_00020264,X,Y,222922612,39387272,222923995,39388653,NA,NA,582,19083
TX_maternal_00020268_TX_paternal_00020263,TX_maternal_00020268,TX_paternal_00020263,X,Y,222925647,39377947,222928774,39385616,NA,NA,1021,253
TX_maternal_00020269_TX_paternal_00020262,TX_maternal_00020269,TX_paternal_00020262,X,Y,223021332,39316992,223027757,39322070,NA,NA,1922,41
TX_maternal_00020270_TX_paternal_00020261,TX_maternal_00020270,TX_paternal_00020261,X,Y,223203481,39199579,223209412,39203311,NA,NA,1479,1594
TX_maternal_00020271_TX_paternal_00020260,TX_maternal_00020271,TX_paternal_00020260,X,Y,223232712,39142198,223238416,39148059,NA,NA,3139,18
TX_maternal_00020272_TX_paternal_00020259,TX_maternal_00020272,TX_paternal_00020259,X,Y,223238508,39138673,223243875,39142106,NA,NA,1416,387
TX_maternal_00020273_TX_paternal_00020258,TX_maternal_00020273,TX_paternal_00020258,X,Y,223249589,39128170,223251918,39130340,NA,NA,1383,779
TX_maternal_00020275_TX_paternal_00020256,TX_maternal_00020275,TX_paternal_00020256,X,Y,223342298,39032600,223357918,39037089,NA,NA,957,307
TX_maternal_00020276_TX_paternal_00020255,TX_maternal_00020276,TX_paternal_00020255,X,Y,223347786,39018315,223348508,39019893,NA,NA,465,19
TX_maternal_00020279_TX_paternal_00020253,TX_maternal_00020279,TX_paternal_00020253,X,Y,223359831,39009174,223363182,39012473,NA,NA,1355,1116
TX_maternal_00020281_TX_paternal_00020252,TX_maternal_00020281,TX_paternal_00020252,X,Y,223385236,38985347,223386466,38986806,NA,NA,1091,68
TX_maternal_00020283_TX_paternal_00020250,TX_maternal_00020283,TX_paternal_00020250,X,Y,223674930,38684515,223684649,38694236,NA,NA,1859,1521
TX_maternal_00020284_TX_paternal_00020249,TX_maternal_00020284,TX_paternal_00020249,X,Y,223698102,38663998,223705140,38671047,NA,NA,1757,1181
TX_maternal_00020285_TX_paternal_00020248,TX_maternal_00020285,TX_paternal_00020248,X,Y,223728186,38639366,223729820,38640997,NA,NA,608,2
TX_maternal_00020286_TX_paternal_00020247,TX_maternal_00020286,TX_paternal_00020247,X,Y,223737046,38627776,223741421,38632153,NA,NA,2199,0
TX_maternal_00020287_TX_paternal_00020246,TX_maternal_00020287,TX_paternal_00020246,X,Y,223762435,38603509,223765622,38606699,NA,NA,1977,348
TX_maternal_00020288_TX_paternal_00020245,TX_maternal_00020288,TX_paternal_00020245,X,Y,223767084,38598988,223770217,38602302,NA,NA,825,2742
TX_maternal_00020289_TX_paternal_00020244,TX_maternal_00020289,TX_paternal_00020244,X,Y,223770296,38595981,223773224,38598909,NA,NA,1290,991
TX_maternal_00020290_TX_paternal_00020242,TX_maternal_00020290,TX_paternal_00020242,X,Y,223809978,38557088,223814947,38558135,NA,NA,768,0
TX_maternal_00020291_TX_paternal_00020210,TX_maternal_00020291,TX_paternal_00020210,X,Y,223834111,37480133,223835520,37481070,NA,NA,467,0
TX_maternal_00020293_TX_paternal_00020239,TX_maternal_00020293,TX_paternal_00020239,X,Y,223885549,38474411,223888255,38479870,NA,NA,246,0
TX_maternal_00020294_TX_paternal_00020237,TX_maternal_00020294,TX_paternal_00020237,X,Y,223975932,38369077,223978592,38371696,NA,NA,1628,0
TX_maternal_00020295_TX_paternal_00020235,TX_maternal_00020295,TX_paternal_00020235,X,Y,224003556,38360862,224005440,38362737,NA,NA,483,1749
TX_maternal_00020296_TX_paternal_00020234,TX_maternal_00020296,TX_paternal_00020234,X,Y,224006392,38358843,224007538,38360038,NA,NA,1084,1802
TX_maternal_00020297_TX_paternal_00020233,TX_maternal_00020297,TX_paternal_00020233,X,Y,224010790,38350547,224015236,38355627,NA,NA,1986,6299
TX_maternal_00020298_TX_paternal_00020231,TX_maternal_00020298,TX_paternal_00020231,X,Y,224019287,38343675,224021119,38345547,NA,NA,1075,112
TX_maternal_00020299_TX_paternal_00020230,TX_maternal_00020299,TX_paternal_00020230,X,Y,224198327,38169505,224200894,38172444,NA,NA,2167,92
TX_maternal_00020300_TX_paternal_00020229,TX_maternal_00020300,TX_paternal_00020229,X,Y,224206020,38167040,224206562,38167597,NA,NA,454,36
TX_maternal_00020302_TX_paternal_00020226,TX_maternal_00020302,TX_paternal_00020226,X,Y,224277351,38078549,224279826,38080461,NA,NA,1779,21
TX_maternal_00020303_TX_paternal_00020225,TX_maternal_00020303,TX_paternal_00020225,X,Y,224296442,38049965,224298752,38052277,NA,NA,1377,0
TX_maternal_00020304_TX_paternal_00020224,TX_maternal_00020304,TX_paternal_00020224,X,Y,224399964,37959304,224401322,37961084,NA,NA,744,4
TX_maternal_00020305_TX_paternal_00020223,TX_maternal_00020305,TX_paternal_00020223,X,Y,224400548,37953508,224407739,37959760,NA,NA,2190,927
TX_maternal_00020307_TX_paternal_00020221,TX_maternal_00020307,TX_paternal_00020221,X,Y,224437699,37907291,224440895,37910488,NA,NA,2427,405
TX_maternal_00020308_TX_paternal_00020219,TX_maternal_00020308,TX_paternal_00020219,X,Y,224449654,37892390,224456078,37901070,NA,NA,3759,5386
TX_maternal_00020310_TX_paternal_00020218,TX_maternal_00020310,TX_paternal_00020218,X,Y,224513335,37859126,224517985,37863769,NA,NA,1420,416
TX_maternal_00020311_TX_paternal_00020217,TX_maternal_00020311,TX_paternal_00020217,X,Y,224522943,37853713,224523398,37854168,NA,NA,369,0
TX_maternal_00020312_TX_paternal_00020216,TX_maternal_00020312,TX_paternal_00020216,X,Y,224597773,37789859,224600280,37792379,NA,NA,1678,1
TX_maternal_00020313_TX_paternal_00020215,TX_maternal_00020313,TX_paternal_00020215,X,Y,224757155,37616093,224758402,37617340,NA,NA,210,1
TX_maternal_00020315_TX_paternal_00020213,TX_maternal_00020315,TX_paternal_00020213,X,Y,224763088,37610538,224764010,37611460,NA,NA,743,0
TX_maternal_00020316_TX_paternal_00020212,TX_maternal_00020316,TX_paternal_00020212,X,Y,224784526,37582257,224787617,37585314,NA,NA,1630,368
TX_maternal_00020320_TX_paternal_00020209,TX_maternal_00020320,TX_paternal_00020209,X,Y,224873704,37471046,224874305,37471496,NA,NA,382,0
TX_maternal_00020323_TX_paternal_00020206,TX_maternal_00020323,TX_paternal_00020206,X,Y,224992292,37306778,224992873,37307385,NA,NA,491,0
TX_maternal_00020324_TX_paternal_00020205,TX_maternal_00020324,TX_paternal_00020205,X,Y,225008378,37281936,225011154,37284885,NA,NA,1647,863
TX_maternal_00020325_TX_paternal_00020204,TX_maternal_00020325,TX_paternal_00020204,X,Y,225029464,37259200,225031567,37261301,NA,NA,1664,54
